game,number_of_game_type,game_type:,round,seed,agent,agent_type,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities
1,1,Pursuers: 1 vs Evaders: 1,1,88,adversary_0,active,"[0.0, 0.0, -0.5875093936920166, 0.40637511014938354, 0.9645283818244934, -0.028636964038014412, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.04451556131243706, 0.0]",,,,"[0.0, 0.0]","[-0.5875093936920166, 0.40637511014938354]",[0.9649534],[-0.0296814],[],[],"[0.0, 0.0]"
1,1,Pursuers: 1 vs Evaders: 1,1,88,agent_0,evader,"[0.0, 0.0, 0.3770189881324768, 0.3777381479740143, -0.9645283818244934, 0.028636964038014412]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[0.0, 0.0]","[0.3770189881324768, 0.3777381479740143]",[0.9649534],[3.1119113],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,2,88,adversary_0,active,"[0.30000001192092896, -0.013354668393731117, -0.5875093936920166, 0.40637511014938354, 0.9645283818244934, -0.028636964038014412, -0.20000000298023224, 0.0]","[0.0, 0.0, 1.0, 0.04451556131243706, 0.0]",,,,"[0.30000001192092896, -0.013354668393731117]","[-0.5875093936920166, 0.40637511014938354]",[0.9649534],[-0.0296814],[],[],"[-0.20000000298023224, 0.0]"
1,1,Pursuers: 1 vs Evaders: 1,2,88,agent_0,evader,"[-0.20000000298023224, 0.0, 0.3770189881324768, 0.3777381479740143, -0.9645283818244934, 0.028636964038014412]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.20000000298023224, 0.0]","[0.3770189881324768, 0.3777381479740143]",[0.9649534],[3.1119113],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,3,88,adversary_0,active,"[0.5249999761581421, -0.023370670154690742, -0.5575093626976013, 0.40503963828086853, 0.9145283699035645, -0.027301495894789696, -0.3499999940395355, 0.0]","[0.0, 0.0, 1.0, 0.04475968424230814, 0.0]",,,,"[0.5249999761581421, -0.023370670154690742]","[-0.5575093626976013, 0.40503963828086853]",[0.91493577],[-0.029844219],[],[],"[-0.3499999940395355, 0.0]"
1,1,Pursuers: 1 vs Evaders: 1,3,88,agent_0,evader,"[-0.3499999940395355, 0.0, 0.35701900720596313, 0.3777381479740143, -0.9145283699035645, 0.027301495894789696]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.3499999940395355, 0.0]","[0.35701900720596313, 0.3777381479740143]",[0.91493577],[3.1117485],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,4,88,adversary_0,active,"[0.6937500238418579, -0.030955906957387924, -0.5050093531608582, 0.40270256996154785, 0.8270283937454224, -0.024964429438114166, -0.4625000059604645, 0.0]","[0.0, 0.0, 1.0, 0.045257918536663055, 0.0]",,,,"[0.6937500238418579, -0.030955906957387924]","[-0.5050093531608582, 0.40270256996154785]",[0.8274051],[-0.030176526],[],[],"[-0.4625000059604645, 0.0]"
1,1,Pursuers: 1 vs Evaders: 1,4,88,agent_0,evader,"[-0.4625000059604645, 0.0, 0.3220190107822418, 0.3777381479740143, -0.8270283937454224, 0.024964429438114166]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.4625000059604645, 0.0]","[0.3220190107822418, 0.3777381479740143]",[0.8274051],[3.111416],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,5,88,adversary_0,active,"[0.8203125, -0.036794304847717285, -0.4356343746185303, 0.39960697293281555, 0.7114033699035645, -0.021868837997317314, -0.546875, -0.0]","[0.0, 0.0, 1.0, 0.046088830567896366, 0.0]",,,,"[0.8203125, -0.036794304847717285]","[-0.4356343746185303, 0.39960697293281555]",[0.7117394],[-0.030730724],[],[],"[-0.546875, -0.0]"
1,1,Pursuers: 1 vs Evaders: 1,5,88,agent_0,evader,"[-0.546875, -0.0, 0.2757689952850342, 0.3777381479740143, -0.7114033699035645, 0.021868837997317314]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.546875, -0.0]","[0.2757689952850342, 0.3777381479740143]",[0.7117394],[3.110862],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,6,88,adversary_0,active,"[0.915234386920929, -0.04142237827181816, -0.3536031246185303, 0.3959275484085083, 0.5746846199035645, -0.018189407885074615, -0.610156238079071, -0.0]","[0.0, 0.0, 1.0, 0.047452887520194054, 0.0]",,,,"[0.915234386920929, -0.04142237827181816]","[-0.3536031246185303, 0.3959275484085083]",[0.57497245],[-0.031640537],[],[],"[-0.610156238079071, -0.0]"
1,1,Pursuers: 1 vs Evaders: 1,6,88,agent_0,evader,"[-0.610156238079071, -0.0, 0.22108149528503418, 0.3777381479740143, -0.5746846199035645, 0.018189407885074615]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.610156238079071, -0.0]","[0.22108149528503418, 0.3777381479740143]",[0.57497245],[3.1099522],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,7,88,adversary_0,active,"[0.9864257574081421, -0.045302651822566986, -0.2620796859264374, 0.39178532361984253, 0.4221455752849579, -0.0140471700578928, -0.6576172113418579, -0.0]","[0.0, 0.0, 1.0, 0.04988589137792587, 0.0]",,,,"[0.9864257574081421, -0.045302651822566986]","[-0.2620796859264374, 0.39178532361984253]",[0.42237923],[-0.033263393],[],[],"[-0.6576172113418579, -0.0]"
1,1,Pursuers: 1 vs Evaders: 1,7,88,agent_0,evader,"[-0.6576172113418579, -0.0, 0.16006587445735931, 0.3777381479740143, -0.4221455752849579, 0.0140471700578928]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.6576172113418579, -0.0]","[0.16006587445735931, 0.3777381479740143]",[0.42237923],[3.1083293],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,8,88,adversary_0,active,"[0.9988940954208374, -0.04701646417379379, -0.1634371131658554, 0.3872550427913666, 0.2577412724494934, -0.009516905061900616, -0.6932128667831421, -0.0]","[0.0, 0.0, 1.0, 0.055348606780171394, 0.0]",,,,"[0.9988940954208374, -0.04701646417379379]","[-0.1634371131658554, 0.3872550427913666]",[0.2579169],[-0.03690745],[],[],"[-0.6932128667831421, -0.0]"
1,1,Pursuers: 1 vs Evaders: 1,8,88,agent_0,evader,"[-0.6932128667831421, -0.0, 0.0943041518330574, 0.3777381479740143, -0.2577412724494934, 0.009516905061900616]","[0.5, 0.5, 0.0, 0.0, 0.0]",-10.0,False,False,"[-0.6932128667831421, -0.0]","[0.0943041518330574, 0.3777381479740143]",[0.2579169],[3.1046853],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,9,88,adversary_0,active,"[0.9987802505493164, -0.049375828355550766, -0.06354770064353943, 0.3825533986091614, 0.08853057026863098, -0.004815258551388979, -0.71990966796875, -0.0]","[0.0, 0.0, 1.0, 0.08146581798791885, 0.0]",,,,"[0.9987802505493164, -0.049375828355550766]","[-0.06354770064353943, 0.3825533986091614]",[0.088661425],[-0.05433728],[],[],"[-0.71990966796875, -0.0]"
1,1,Pursuers: 1 vs Evaders: 1,9,88,agent_0,evader,"[-0.71990966796875, -0.0, 0.024982865899801254, 0.3777381479740143, -0.08853057026863098, 0.004815258551388979]","[0.5, 0.5, 0.0, 0.0, 0.0]",-10.0,False,False,"[-0.71990966796875, -0.0]","[0.024982865899801254, 0.3777381479740143]",[0.088661425],[3.0872555],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,10,88,adversary_0,active,"[0.686235785484314, -0.04173590615391731, 0.03633032366633415, 0.3776158094406128, -0.0833384245634079, 0.0001223244471475482, -0.37708282470703125, -0.019735710695385933]","[0.0, 1.0, 0.0, 0.0, 0.0022017827723175287]",,,,"[0.686235785484314, -0.04173590615391731]","[0.03633032366633415, 0.3776158094406128]",[0.083338514],[3.1401248],[],[],"[-0.37708282470703125, -0.019735710695385933]"
1,1,Pursuers: 1 vs Evaders: 1,10,88,agent_0,evader,"[-0.37708282470703125, -0.019735710695385933, -0.047008100897073746, 0.3777381479740143, 0.0833384245634079, -0.0001223244471475482]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.37708282470703125, -0.019735710695385933]","[-0.047008100897073746, 0.3777381479740143]",[0.083338514],[-0.0014679717],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,11,88,adversary_0,active,"[0.6312912702560425, -0.0312529020011425, 0.10495389997959137, 0.37344223260879517, -0.18967027962207794, 0.002322344109416008, -0.8994265198707581, -0.014190275222063065]","[0.0, 1.0, 0.0, 0.0, 0.018364674411714077]",,,,"[0.6312912702560425, -0.0312529020011425]","[0.10495389997959137, 0.37344223260879517]",[0.1896845],[3.1293492],[],[],"[-0.8994265198707581, -0.014190275222063065]"
1,1,Pursuers: 1 vs Evaders: 1,11,88,agent_0,evader,"[-0.8994265198707581, -0.014190275222063065, -0.08471638709306717, 0.3757645785808563, 0.18967027962207794, -0.002322344109416008]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8994265198707581, -0.014190275222063065]","[-0.08471638709306717, 0.3757645785808563]",[0.1896845],[-0.01224351],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,12,88,adversary_0,active,"[0.1734684407711029, -0.017930274829268456, 0.16808302700519562, 0.3703169524669647, -0.34274205565452576, 0.004028606694191694, -0.8745698928833008, -0.010642706416547298]","[0.0, 1.0, 0.0, 0.0, 0.017629800830036402]",,,,"[0.1734684407711029, -0.017930274829268456]","[0.16808302700519562, 0.3703169524669647]",[0.34276572],[3.1298392],[],[],"[-0.8745698928833008, -0.010642706416547298]"
1,1,Pursuers: 1 vs Evaders: 1,12,88,agent_0,evader,"[-0.8745698928833008, -0.010642706416547298, -0.17465904355049133, 0.3743455410003662, 0.34274205565452576, -0.004028606694191694]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8745698928833008, -0.010642706416547298]","[-0.17465904355049133, 0.3743455410003662]",[0.34276572],[-0.011753541],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,13,88,adversary_0,active,"[-0.16989867389202118, -0.008158765733242035, 0.1854298710823059, 0.3685239255428314, -0.4475458860397339, 0.004757363814860582, -0.8559274077415466, -0.00798202957957983]","[0.0, 1.0, 0.0, 0.0, 0.01594404922798276]",,,,"[-0.16989867389202118, -0.008158765733242035]","[0.1854298710823059, 0.3685239255428314]",[0.4475712],[3.130963],[],[],"[-0.8559274077415466, -0.00798202957957983]"
1,1,Pursuers: 1 vs Evaders: 1,13,88,agent_0,evader,"[-0.8559274077415466, -0.00798202957957983, -0.262116014957428, 0.3732812702655792, 0.4475458860397339, -0.004757363814860582]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8559274077415466, -0.00798202957957983]","[-0.262116014957428, 0.3732812702655792]",[0.4475712],[-0.010629514],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,14,88,adversary_0,active,"[-0.42742401361465454, -0.0013358598807826638, 0.16843999922275543, 0.3677080273628235, -0.5161488056182861, 0.00477503752335906, -0.8419455885887146, -0.005986521951854229]","[0.0, 1.0, 0.0, 0.0, 0.013876346871256828]",,,,"[-0.42742401361465454, -0.0013358598807826638]","[0.16843999922275543, 0.3677080273628235]",[0.51617086],[3.1323416],[],[],"[-0.8419455885887146, -0.005986521951854229]"
1,1,Pursuers: 1 vs Evaders: 1,14,88,agent_0,evader,"[-0.8419455885887146, -0.005986521951854229, -0.3477087616920471, 0.3724830746650696, 0.5161488056182861, -0.00477503752335906]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8419455885887146, -0.005986521951854229]","[-0.3477087616920471, 0.3724830746650696]",[0.51617086],[-0.009251036],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,15,88,adversary_0,active,"[-0.6205679774284363, 0.003161009168252349, 0.12569759786128998, 0.36757445335388184, -0.5576009154319763, 0.0043099713511765, -0.8314591646194458, -0.004489891696721315]","[0.0, 1.0, 0.0, 0.0, 0.011594048934057355]",,,,"[-0.6205679774284363, 0.003161009168252349]","[0.12569759786128998, 0.36757445335388184]",[0.55761755],[3.1338632],[],[],"[-0.8314591646194458, -0.004489891696721315]"
1,1,Pursuers: 1 vs Evaders: 1,15,88,agent_0,evader,"[-0.8314591646194458, -0.004489891696721315, -0.43190333247184753, 0.37188443541526794, 0.5576009154319763, -0.0043099713511765]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8314591646194458, -0.004489891696721315]","[-0.43190333247184753, 0.37188443541526794]",[0.55761755],[-0.0077293566],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,16,88,adversary_0,active,"[-0.765425980091095, 0.005848971661180258, 0.06364080309867859, 0.36789053678512573, -0.5786900520324707, 0.0035448812413960695, -0.8235943913459778, -0.0033674186561256647]","[0.0, 1.0, 0.0, 0.0, 0.009188344236463308]",,,,"[-0.765425980091095, 0.005848971661180258]","[0.06364080309867859, 0.36789053678512573]",[0.5787009],[3.135467],[],[],"[-0.8235943913459778, -0.0033674186561256647]"
1,1,Pursuers: 1 vs Evaders: 1,16,88,agent_0,evader,"[-0.8235943913459778, -0.0033674186561256647, -0.5150492191314697, 0.3714354336261749, 0.5786900520324707, -0.0035448812413960695]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8235943913459778, -0.0033674186561256647]","[-0.5150492191314697, 0.3714354336261749]",[0.5787009],[-0.006125598],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,17,88,adversary_0,active,"[-0.8740695118904114, 0.00714323204010725, -0.012901795096695423, 0.36847543716430664, -0.5845068693161011, 0.0026232420932501554, -0.8176957964897156, -0.0025255640503019094]","[0.0, 1.0, 0.0, 0.0, 0.006731833331286907]",,,,"[-0.8740695118904114, 0.00714323204010725]","[-0.012901795096695423, 0.36847543716430664]",[0.58451277],[3.1371047],[],[],"[-0.8176957964897156, -0.0025255640503019094]"
1,1,Pursuers: 1 vs Evaders: 1,17,88,agent_0,evader,"[-0.8176957964897156, -0.0025255640503019094, -0.5974087119102478, 0.37109869718551636, 0.5845068693161011, -0.0026232420932501554]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8176957964897156, -0.0025255640503019094]","[-0.5974087119102478, 0.37109869718551636]",[0.58451277],[-0.004487907],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,18,88,adversary_0,active,"[-0.9555521011352539, 0.007376973982900381, -0.10030874609947205, 0.3691897690296173, -0.5788695216178894, 0.0016563625540584326, -0.8132718205451965, -0.0018941729795187712]","[0.0, 1.0, 0.0, 0.0, 0.004292112775146961]",,,,"[-0.9555521011352539, 0.007376973982900381]","[-0.10030874609947205, 0.3691897690296173]",[0.5788719],[3.1387312],[],[],"[-0.8132718205451965, -0.0018941729795187712]"
1,1,Pursuers: 1 vs Evaders: 1,18,88,agent_0,evader,"[-0.8132718205451965, -0.0018941729795187712, -0.6791782379150391, 0.37084612250328064, 0.5788695216178894, -0.0016563625540584326]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8132718205451965, -0.0018941729795187712]","[-0.6791782379150391, 0.37084612250328064]",[0.5788719],[-0.002861351],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,19,88,adversary_0,active,"[-0.9999774694442749, 0.006708421278744936, -0.19586396217346191, 0.36992746591567993, -0.5646414756774902, 0.0007292478112503886, -0.8099538683891296, -0.0014206297928467393]","[0.0, 1.0, 0.0, 0.0, 0.0019374961266294122]",,,,"[-0.9999774694442749, 0.006708421278744936]","[-0.19586396217346191, 0.36992746591567993]",[0.56464195],[3.1403012],[],[],"[-0.8099538683891296, -0.0014206297928467393]"
1,1,Pursuers: 1 vs Evaders: 1,19,88,agent_0,evader,"[-0.8099538683891296, -0.0014206297928467393, -0.7605054378509521, 0.37065672874450684, 0.5646414756774902, -0.0007292478112503886]","[0.5, 0.5, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.8099538683891296, -0.0014206297928467393]","[-0.7605054378509521, 0.37065672874450684]",[0.56464195],[-0.0012914967],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,20,88,adversary_0,active,"[-0.9999856948852539, 0.005345309153199196, -0.29586172103881836, 0.37059831619262695, -0.545639157295227, -8.365726534975693e-05, -0.8074654340744019, -0.001065472373738885]","[0.0, 1.0, 0.0, 0.000229823577683419, 0.0]",,,,"[-0.9999856948852539, 0.005345309153199196]","[-0.29586172103881836, 0.37059831619262695]",[0.54563916],[-3.1414394],[],[],"[-0.8074654340744019, -0.001065472373738885]"
1,1,Pursuers: 1 vs Evaders: 1,20,88,agent_0,evader,"[-0.8074654340744019, -0.001065472373738885, -0.8415008187294006, 0.3705146610736847, 0.545639157295227, 8.365726534975693e-05]","[0.5, 0.5, 0.0, 0.0, 0.0]",-0.2224737735247162,False,False,"[-0.8074654340744019, -0.001065472373738885]","[-0.8415008187294006, 0.3705146610736847]",[0.54563916],[0.00015331582],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,21,88,adversary_0,active,"[-0.9999929666519165, 0.0037524260114878416, -0.3958602845668793, 0.37113285064697266, -0.526387095451355, -0.0007247354369610548, -0.80559903383255, -0.0007991042220965028]","[0.0, 1.0, 0.0, 0.002065169101115316, 0.0]",,,,"[-0.9999929666519165, 0.0037524260114878416]","[-0.3958602845668793, 0.37113285064697266]",[0.5263876],[-3.1402159],[],[],"[-0.80559903383255, -0.0007991042220965028]"
1,1,Pursuers: 1 vs Evaders: 1,21,88,agent_0,evader,"[-0.80559903383255, -0.0007991042220965028, -0.9222473502159119, 0.3704081177711487, 0.526387095451355, 0.0007247354369610548]","[0.5, 0.5, 0.0, 0.0, 0.0]",-1.0056303575158938,False,False,"[-0.80559903383255, -0.0007991042220965028]","[-0.9222473502159119, 0.3704081177711487]",[0.5263876],[0.001376805],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,22,88,adversary_0,active,"[-0.9999977946281433, 0.0020902620162814856, -0.4958595633506775, 0.37150809168815613, -0.5069476962089539, -0.0011798884952440858, -0.8041992783546448, -0.0005993281956762075]","[0.0, 1.0, 0.0, 0.003491029143333435, 0.0]",,,,"[-0.9999977946281433, 0.0020902620162814856]","[-0.4958595633506775, 0.37150809168815613]",[0.50694907],[-3.1392653],[],[],"[-0.8041992783546448, -0.0005993281956762075]"
1,1,Pursuers: 1 vs Evaders: 1,22,88,agent_0,evader,"[-0.8041992783546448, -0.0005993281956762075, -1.0028072595596313, 0.3703281879425049, 0.5069476962089539, 0.0011798884952440858]","[0.5, 0.5, 0.0, 0.0, 0.0]",-1.181109705561938,False,False,"[-0.8041992783546448, -0.0005993281956762075]","[-1.0028072595596313, 0.3703281879425049]",[0.50694907],[0.0023274035],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,23,88,adversary_0,active,"[-0.9999998807907104, 0.0004956080229021609, -0.5958593487739563, 0.3717171251773834, -0.4873678684234619, -0.0014488474698737264, -0.8031494617462158, -0.00044949614675715566]","[0.0, 1.0, 0.0, 0.004459124291315675, 0.0]",,,,"[-0.9999998807907104, 0.0004956080229021609]","[-0.5958593487739563, 0.3717171251773834]",[0.48737004],[-3.13862],[],[],"[-0.8031494617462158, -0.00044949614675715566]"
1,1,Pursuers: 1 vs Evaders: 1,23,88,agent_0,evader,"[-0.8031494617462158, -0.00044949614675715566, -1.0832271575927734, 0.3702682554721832, 0.4873678684234619, 0.0014488474698737264]","[0.5, 0.5, 0.0, 0.0, 0.0]",-1.3869184158457384,False,False,"[-0.8031494617462158, -0.00044949614675715566]","[-1.0832271575927734, 0.3702682554721832]",[0.48737004],[0.0029727763],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,24,88,adversary_0,active,"[-0.9999995827674866, -0.000920029473491013, -0.6958593726158142, 0.37176668643951416, -0.467682808637619, -0.0015433578519150615, -0.8023620843887329, -0.0003371220955159515]","[0.0, 1.0, 0.0, 0.004950144910253584, 0.0]",,,,"[-0.9999995827674866, -0.000920029473491013]","[-0.6958593726158142, 0.37176668643951416]",[0.46768537],[-3.1382928],[],[],"[-0.8023620843887329, -0.0003371220955159515]"
1,1,Pursuers: 1 vs Evaders: 1,24,88,agent_0,evader,"[-0.8023620843887329, -0.0003371220955159515, -1.1635421514511108, 0.3702233135700226, 0.467682808637619, 0.0015433578519150615]","[0.5, 0.5, 0.0, 0.0, 0.0]",-1.6283329143715763,False,False,"[-0.8023620843887329, -0.0003371220955159515]","[-1.1635421514511108, 0.3702233135700226]",[0.46768537],[0.003299966],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,25,88,adversary_0,active,"[-0.9999978542327881, -0.0020714872516691685, -0.7958592772483826, 0.37167465686798096, -0.4479190707206726, -0.0014850671868771315, -0.8017715811729431, -0.000252841564361006]","[0.0, 1.0, 0.0, 0.004973033093847334, 0.0]",,,,"[-0.9999978542327881, -0.0020714872516691685]","[-0.7958592772483826, 0.37167465686798096]",[0.44792154],[-3.138277],[],[],"[-0.8017715811729431, -0.000252841564361006]"
1,1,Pursuers: 1 vs Evaders: 1,25,88,agent_0,evader,"[-0.8017715811729431, -0.000252841564361006, -1.2437783479690552, 0.3701896071434021, 0.4479190707206726, 0.0014850671868771315]","[0.5, 0.5, 0.0, 0.0, 0.0]",-1.9115435459274237,False,False,"[-0.8017715811729431, -0.000252841564361006]","[-1.2437783479690552, 0.3701896071434021]",[0.44792154],[0.0033154965],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,26,88,adversary_0,active,"[-0.999995768070221, -0.0029004926327615976, -0.8958590626716614, 0.3714675307273865, -0.4280964434146881, -0.0013032025890424848, -0.8013286590576172, -0.00018963118782266974]","[0.0, 1.0, 0.0, 0.004566412302665412, 0.0]",,,,"[-0.999995768070221, -0.0029004926327615976]","[-0.8958590626716614, 0.3714675307273865]",[0.42809844],[-3.1385486],[],[],"[-0.8013286590576172, -0.00018963118782266974]"
1,1,Pursuers: 1 vs Evaders: 1,26,88,agent_0,evader,"[-0.8013286590576172, -0.00018963118782266974, -1.3239555358886719, 0.37016430497169495, 0.4280964434146881, 0.0013032025890424848]","[0.5, 0.5, 0.0, 0.0, 0.0]",-2.243813315490224,False,False,"[-0.8013286590576172, -0.00018963118782266974]","[-1.3239555358886719, 0.37016430497169495]",[0.42809844],[0.0030441552],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,27,88,adversary_0,active,"[-0.9999942779541016, -0.0033764606341719627, -0.9958586692810059, 0.37117746472358704, -0.4082297384738922, -0.0010321164736524224, -0.8009964823722839, -0.0001422233908670023]","[0.0, 1.0, 0.0, 0.0037925083888694644, 0.0]",,,,"[-0.9999942779541016, -0.0033764606341719627]","[-0.9958586692810059, 0.37117746472358704]",[0.40823102],[-3.1390643],[],[],"[-0.8009964823722839, -0.0001422233908670023]"
1,1,Pursuers: 1 vs Evaders: 1,27,88,agent_0,evader,"[-0.8009964823722839, -0.0001422233908670023, -1.4040883779525757, 0.37014535069465637, 0.4082297384738922, 0.0010321164736524224]","[0.5, 0.5, 0.0, 0.0, 0.0]",-2.6336641615029492,False,False,"[-0.8009964823722839, -0.0001422233908670023]","[-1.4040883779525757, 0.37014535069465637]",[0.40823102],[0.0025282623],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,28,88,adversary_0,active,"[-0.9999939203262329, -0.003495324170216918, -1.095858097076416, 0.37083983421325684, -0.38832995295524597, -0.0007086927071213722, -0.8007473945617676, -0.00010666753951227292]","[0.0, 1.0, 0.0, 0.0027375086210668087, 0.0]",,,,"[-0.9999939203262329, -0.003495324170216918]","[-1.095858097076416, 0.37083983421325684]",[0.3883306],[-3.1397676],[],[],"[-0.8007473945617676, -0.00010666753951227292]"
1,1,Pursuers: 1 vs Evaders: 1,28,88,agent_0,evader,"[-0.8007473945617676, -0.00010666753951227292, -1.4841880798339844, 0.37013113498687744, 0.38832995295524597, 0.0007086927071213722]","[0.5, 0.5, 0.0, 0.0, 0.0]",-3.0910955366157715,False,False,"[-0.8007473945617676, -0.00010666753951227292]","[-1.4841880798339844, 0.37013113498687744]",[0.3883306],[0.0018249903],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,29,88,adversary_0,active,"[-0.9999946355819702, -0.0032788021489977837, -1.1958575248718262, 0.37049028277397156, -0.3684053122997284, -0.0003698270593304187, -0.8005605340003967, -8.000065281521529e-05]","[0.0, 1.0, 0.0, 0.0015058396384119987, 0.0]",,,,"[-0.9999946355819702, -0.0032788021489977837]","[-1.1958575248718262, 0.37049028277397156]",[0.3684055],[-3.1405888],[],[],"[-0.8005605340003967, -8.000065281521529e-05]"
1,1,Pursuers: 1 vs Evaders: 1,29,88,agent_0,evader,"[-0.8005605340003967, -8.000065281521529e-05, -1.5642627477645874, 0.37012046575546265, 0.3684053122997284, 0.0003698270593304187]","[0.5, 0.5, 0.0, 0.0, 0.0]",-3.627840901243488,False,False,"[-0.8005605340003967, -8.000065281521529e-05]","[-1.5642627477645874, 0.37012046575546265]",[0.3684055],[0.0010038315],[],[],[]
1,1,Pursuers: 1 vs Evaders: 1,30,88,adversary_0,active,"[-0.9999961853027344, -0.0027722413651645184, -1.2958569526672363, 0.37016239762306213, -0.34846189618110657, -4.994690607418306e-05, -0.8004204034805298, -6.0000493249390274e-05]","[0.0, 1.0, 0.0, 0.00021480320720002055, 0.0]",,,,"[-0.9999961853027344, -0.0027722413651645184]","[-1.2958569526672363, 0.37016239762306213]",[0.3484619],[-3.1414492],[],[],"[-0.8004204034805298, -6.0000493249390274e-05]"
1,1,Pursuers: 1 vs Evaders: 1,30,88,agent_0,evader,"[-0.8004204034805298, -6.0000493249390274e-05, -1.6443188190460205, 0.37011247873306274, 0.34846189618110657, 4.994690607418306e-05]","[0.5, 0.5, 0.0, 0.0, 0.0]",,,,"[-0.8004204034805298, -6.0000493249390274e-05]","[-1.6443188190460205, 0.37011247873306274]",[0.3484619],[0.00014334048],[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,1,3370,adversary_0,active,"[0.0, 0.0, -0.11466844379901886, -0.80501389503479, 0.08380267769098282, 0.045677654445171356, -0.46920037269592285, 1.7220245599746704, 0.0, 0.0]","[0.0, 0.3943297415971756, 0.0, 0.0, 1.0]",,,,"[0.0, 0.0]","[-0.11466844379901886, -0.80501389503479]","[0.09544285, 1.7848018]","[0.4990442, 1.836809]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,1,3370,adversary_1,non-active,"[0.0, 0.0, -0.03086576610803604, -0.7593362331390381, -0.08380267769098282, -0.045677654445171356, -0.5530030727386475, 1.6763468980789185, 0.0, 0.0]","[0.0, 0.0, 0.9801359853961655, 0.0, 1.0]",,,,"[0.0, 0.0]","[-0.03086576610803604, -0.7593362331390381]","[0.09544285, 1.7652057]","[-2.6425486, 1.8894409]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,1,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.46920037269592285, -1.7220245599746704, 0.5530030727386475, -1.6763468980789185]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.7848018, 1.7652057]","[-1.3047836, -1.2521517]",[],[],[]
