game,number_of_game_type,game_type:,round,seed,agent,agent_type,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities
3,1,Pursuers: 3 vs Evaders: 1,26,8977,adversary_2,non-active,"[-0.6942079067230225, 0.7197745442390442, -1.5749661922454834, -1.0915172100067139, 3.803500175476074, 2.152419090270996, 3.1128954887390137, 2.1986916065216064, 1.6401077508926392, 1.1110707521438599, -0.0, -0.0]","[0.0, 0.8305126095024677, 0.0, 0.0, 1.0]",,,,"[-0.6942079067230225, 0.7197745442390442]","[-1.5749661922454834, -1.0915172100067139]","[4.3703, 3.8110843, 1.9810178]","[0.51497215, 0.6149531, 0.5954224]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,26,8977,agent_0,evader,"[-0.0, -0.0, 0.06514149159193039, 0.019553527235984802, 2.1633925437927246, 1.0413483381271362, 1.4727877378463745, 1.0876209735870361, -1.6401077508926392, -1.1110707521438599]","[0.0, -2.7070388328783563, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.0, -0.0]","[0.06514149159193039, 0.019553527235984802]","[2.4009736, 1.8308531, 1.9810178]","[0.44861636, 0.636086, -2.5461702]",[],[],[]
3,1,Pursuers: 3 vs Evaders: 1,27,8977,adversary_0,active,"[0.697890043258667, 0.7162049412727356, 2.3030529022216797, 1.1275871992111206, -0.6816493272781372, -0.07547667622566223, -3.9474399089813232, -2.1471269130706787, -2.2379114627838135, -1.1080336570739746, -0.0, -0.0]","[0.0, 0.0, 0.7211538289009976, 0.0, 1.0]",,,,"[0.697890043258667, 0.7162049412727356]","[2.3030529022216797, 1.1275871992111206]","[0.6858152, 4.4935994, 2.4971957]","[-3.0313153, -2.6434224, -2.681857]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,27,8977,adversary_1,non-active,"[0.8130558133125305, -0.5821858048439026, 1.6214035749435425, 1.0521105527877808, 0.6816493272781372, 0.07547667622566223, -3.2657904624938965, -2.071650266647339, -1.5562620162963867, -1.0325570106506348, -0.0, -0.0]","[0.0, 0.0, 1.0, 0.785581564800261, 0.0]",,,,"[0.8130558133125305, -0.5821858048439026]","[1.6214035749435425, 1.0521105527877808]","[0.6858152, 3.8674438, 1.8676524]","[0.11027729, -2.576299, -2.5557957]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,27,8977,adversary_2,non-active,"[-0.6757078170776367, 0.7371695637702942, -1.6443870067596436, -1.0195398330688477, 3.9474399089813232, 2.1471269130706787, 3.2657904624938965, 2.071650266647339, 1.7095285654067993, 1.0390933752059937, -0.0, -0.0]","[0.0, 0.7188236746779523, 0.0, 0.0, 1.0]",,,,"[-0.6757078170776367, 0.7371695637702942]","[-1.6443870067596436, -1.0195398330688477]","[4.4935994, 3.8674438, 2.0005507]","[0.4981702, 0.5652938, 0.54615295]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,27,8977,agent_0,evader,"[-0.0, -0.0, 0.06514149159193039, 0.019553527235984802, 2.2379114627838135, 1.1080336570739746, 1.5562620162963867, 1.0325570106506348, -1.7095285654067993, -1.0390933752059937]","[0.0, -2.7070388328783563, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.0, -0.0]","[0.06514149159193039, 0.019553527235984802]","[2.4971957, 1.8676524, 2.0005507]","[0.4597356, 0.5857969, -2.5954397]",[],[],[]
3,1,Pursuers: 3 vs Evaders: 1,28,8977,adversary_0,active,"[0.66217440366745, 0.7493497729301453, 2.3728418350219727, 1.1992077827453613, -0.6701327562332153, -0.2053157538175583, -4.084799766540527, -2.1450304985046387, -2.3077003955841064, -1.1796542406082153, -0.0, -0.0]","[0.0, 0.0, 0.7083503754977305, 0.0, 1.0]",,,,"[0.66217440366745, 0.7493497729301453]","[2.3728418350219727, 1.1992077827453613]","[0.70087975, 4.613756, 2.59173]","[-2.8442924, -2.6580477, -2.6690397]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,28,8977,adversary_1,non-active,"[0.8042357563972473, -0.5943104028701782, 1.7027090787887573, 0.9938919544219971, 0.6701327562332153, 0.2053157538175583, -3.4146668910980225, -1.939714789390564, -1.6375676393508911, -0.9743384718894958, -0.0, -0.0]","[0.0, 0.0, 1.0, 0.6119970672596375, 0.0]",,,,"[0.8042357563972473, -0.5943104028701782]","[1.7027090787887573, 0.9938919544219971]","[0.70087975, 3.927142, 1.9055086]","[0.29730028, -2.6249943, -2.6048641]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,28,8977,adversary_2,non-active,"[-0.6463397741317749, 0.7630497217178345, -1.7119578123092651, -0.9458228349685669, 4.084799766540527, 2.1450304985046387, 3.4146668910980225, 1.939714789390564, 1.7770992517471313, 0.9653763771057129, -0.0, -0.0]","[0.0, 0.10109892336414618, 0.0, 0.0, 1.0]",,,,"[-0.6463397741317749, 0.7630497217178345]","[-1.7119578123092651, -0.9458228349685669]","[4.613756, 3.927142, 2.0223832]","[0.483545, 0.5165984, 0.49763185]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,28,8977,agent_0,evader,"[-0.0, -0.0, 0.06514149159193039, 0.019553527235984802, 2.3077003955841064, 1.1796542406082153, 1.6375676393508911, 0.9743384718894958, -1.7770992517471313, -0.9653763771057129]","[0.0, -2.7070388328783563, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.0, -0.0]","[0.06514149159193039, 0.019553527235984802]","[2.59173, 1.9055086, 2.0223832]","[0.47255293, 0.5367285, -2.6439607]",[],[],[]
3,1,Pursuers: 3 vs Evaders: 1,29,8977,adversary_0,active,"[0.635303258895874, 0.7722627520561218, 2.439059257507324, 1.2741427421569824, -0.6559266448020935, -0.3396817743778229, -4.215651035308838, -2.143660545349121, -2.373917818069458, -1.2545892000198364, -0.0, -0.0]","[0.0, 0.0, 0.6968968195243672, 0.0, 1.0]",,,,"[0.635303258895874, 0.7722627520561218]","[2.439059257507324, 1.2741427421569824]","[0.7386633, 4.7293754, 2.6850474]","[-2.6637552, -2.6711679, -2.6554146]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,29,8977,adversary_1,non-active,"[0.8204641938209534, -0.5716979503631592, 1.7831326723098755, 0.9344609379768372, 0.6559266448020935, 0.3396817743778229, -3.5597245693206787, -1.8039788007736206, -1.7179912328720093, -0.9149073958396912, -0.0, -0.0]","[0.0, 0.0, 1.0, 0.0, 0.5448262415968408]",,,,"[0.8204641938209534, -0.5716979503631592]","[1.7831326723098755, 0.9344609379768372]","[0.7386633, 3.9907367, 1.9464196]","[0.4778377, -2.67254, -2.6522493]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,29,8977,adversary_2,non-active,"[-0.5084673762321472, 0.8610812425613403, -1.7765917778015137, -0.8695178627967834, 4.215651035308838, 2.143660545349121, 3.5597245693206787, 1.8039788007736206, 1.8417332172393799, 0.8890714049339294, -0.0, -0.0]","[0.0, 0.0, 1.0, 0.7887735472184225, 0.0]",,,,"[-0.5084673762321472, 0.8610812425613403]","[-1.7765917778015137, -0.8695178627967834]","[4.7293754, 3.9907367, 2.0450988]","[0.47042483, 0.46905276, 0.44974148]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,29,8977,agent_0,evader,"[-0.0, -0.0, 0.06514149159193039, 0.019553527235984802, 2.373917818069458, 1.2545892000198364, 1.7179912328720093, 0.9149073958396912, -1.8417332172393799, -0.8890714049339294]","[0.0, -2.7070388328783563, 0.0, 0.0, 0.0]",0.0,False,False,"[-0.0, -0.0]","[0.06514149159193039, 0.019553527235984802]","[2.6850474, 1.9464196, 2.0450988]","[0.48617813, 0.48934326, -2.6918511]",[],[],[]
3,1,Pursuers: 3 vs Evaders: 1,30,8977,adversary_0,active,"[0.614905059337616, 0.7886011600494385, 2.502589702606201, 1.351369023323059, -0.6374105215072632, -0.47407785058021545, -4.330028057098389, -2.1347787380218506, -2.437448024749756, -1.331815481185913, -0.0, -0.0]","[0.0, 0.0, 0.6863069754848157, 0.0, 1.0]",,,,"[0.614905059337616, 0.7886011600494385]","[2.502589702606201, 1.351369023323059]","[0.7943815, 4.8276725, 2.7775683]","[-2.5020998, -2.6835468, -2.6415195]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,30,8977,adversary_1,non-active,"[0.9153481125831604, -0.2653255760669708, 1.8651790618896484, 0.8772911429405212, 0.6374105215072632, 0.47407785058021545, -3.692617654800415, -1.6607009172439575, -1.8000376224517822, -0.8577376008033752, -0.0, -0.0]","[0.0, 0.6085993352103772, 0.0, 0.0, 1.0]",,,,"[0.9153481125831604, -0.2653255760669708]","[1.8651790618896484, 0.8772911429405212]","[0.7943815, 4.0488706, 1.9939531]","[0.63949287, -2.7189589, -2.6969123]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,30,8977,adversary_2,non-active,"[-0.08135052025318146, 0.40917888283729553, -1.827438473701477, -0.7834097146987915, 4.330028057098389, 2.1347787380218506, 3.692617654800415, 1.6607009172439575, 1.8925800323486328, 0.8029632568359375, -0.0, -0.0]","[0.0, 0.0, 0.9917169819331255, 1.0, 0.0]",,,,"[-0.08135052025318146, 0.40917888283729553]","[-1.827438473701477, -0.7834097146987915]","[4.8276725, 4.0488706, 2.055872]","[0.45804587, 0.4226339, 0.40125144]",[],[],"[-0.0, -0.0]"
3,1,Pursuers: 3 vs Evaders: 1,30,8977,agent_0,evader,"[-0.0, -0.0, 0.06514149159193039, 0.019553527235984802, 2.437448024749756, 1.331815481185913, 1.8000376224517822, 0.8577376008033752, -1.8925800323486328, -0.8029632568359375]","[0.0, -2.7070388328783563, 0.0, 0.0, 0.0]",,,,"[-0.0, -0.0]","[0.06514149159193039, 0.019553527235984802]","[2.7775683, 1.9939531, 2.055872]","[0.50007313, 0.4446804, -2.7403412]",[],[],[]
