game,number_of_game_type,game_type,round,agent,seed,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities,value_function,interception_point
3,1,Pursuers: 2 vs Evaders: 3,30,adversary_1,4799,"[-1.0, 0.0, -2.170283317565918, 0.7588851451873779, 4.862509250640869, -1.349081039428711, 3.026951789855957, -0.990037739276886, 3.1468639373779297, -2.1089558601379395, 2.941652774810791, -0.8900443315505981, 5.795201431162502e-16, -6.793537226806878e-16, 0.0003436392289586365, -0.000732206623069942, -5.795201431162502e-16, 6.793537226806878e-16]","[0.0, 1.0, -0.43440059653772334, 0.0, 0.0]",,,,"[-1.0, 0.0]","[-2.170283317565918, 0.7588851451873779]","[5.046188, 3.1847467, 3.7881985, 3.0733533]","[-0.2706383, -0.31610677, -0.5904289, -0.29380932]",[],[],"[5.795201431162502e-16, -6.793537226806878e-16, 0.0003436392289586365, -0.000732206623069942, -5.795201431162502e-16, 6.793537226806878e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,30,agent_0,4799,"[5.795201431162502e-16, -6.793537226806878e-16, 0.8566685318946838, -0.23115260899066925, 1.8355575799942017, -0.35904332995414734, -3.026951789855957, 0.990037739276886, 0.11991219222545624, -1.1189179420471191, -0.08529900759458542, 0.09999341517686844, 0.0003436392289586365, -0.000732206623069942, -5.795201431162502e-16, 6.793537226806878e-16]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[5.795201431162502e-16, -6.793537226806878e-16]","[0.8566685318946838, -0.23115260899066925]","[1.8703432, 3.1847467, 1.125325, 0.13143289]","[-0.19316557, 2.825486, -1.4640357, 2.2770562]",[],[],"[0.0003436392289586365, -0.000732206623069942, -5.795201431162502e-16, 6.793537226806878e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,30,agent_1,4799,"[0.0003436392289586365, -0.000732206623069942, 0.9765807390213013, -1.350070595741272, 1.715645432472229, 0.7598746418952942, -3.1468639373779297, 2.1089558601379395, -0.11991219222545624, 1.1189179420471191, -0.20521119236946106, 1.2189114093780518, 5.795201431162502e-16, -6.793537226806878e-16, -5.795201431162502e-16, 6.793537226806878e-16]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[0.0003436392289586365, -0.000732206623069942]","[0.9765807390213013, -1.350070595741272]","[1.8763925, 3.7881985, 1.125325, 1.236065]","[0.41694134, 2.5511637, 1.6775569, 1.7375883]",[],[],"[5.795201431162502e-16, -6.793537226806878e-16, -5.795201431162502e-16, 6.793537226806878e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,30,agent_2,4799,"[-5.795201431162502e-16, 6.793537226806878e-16, 0.7713695764541626, -0.1311592012643814, 1.9208565950393677, -0.4590367376804352, -2.941652774810791, 0.8900443315505981, 0.08529900759458542, -0.09999341517686844, 0.20521119236946106, -1.2189114093780518, 5.795201431162502e-16, -6.793537226806878e-16, 0.0003436392289586365, -0.000732206623069942]","[0.0, -0.6528245826079502, -1.0, 0.0, 0.0]",0.0,False,False,"[-5.795201431162502e-16, 6.793537226806878e-16]","[0.7713695764541626, -0.1311592012643814]","[1.9749442, 3.0733533, 0.13143289, 1.236065]","[-0.23457561, 2.8477833, -0.8645364, -1.4040043]",[],[],"[5.795201431162502e-16, -6.793537226806878e-16, 0.0003436392289586365, -0.000732206623069942]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",[nan nan]
3,1,Pursuers: 2 vs Evaders: 3,31,adversary_0,4799,"[0.4665082097053528, 0.0004647922469303012, 2.740481376647949, -0.5901339650154114, -5.0107645988464355, 1.349019169807434, -1.8838129043579102, 0.35898134112358093, -1.7638663053512573, -0.7600098252296448, -1.9691119194030762, 0.45897477865219116, 5.795546597088508e-16, -6.793941685039192e-16, 0.0002577294362708926, -0.000549154996406287, -5.795546597088508e-16, 6.793941685039192e-16]","[0.0, -1.0, 0.34050342319129706, 0.0, 0.0]",,,,"[0.4665082097053528, 0.0004647922469303012]","[2.740481376647949, -0.5901339650154114]","[5.1891823, 1.9177119, 1.9206352, 2.0218952]","[2.878604, 2.9532893, -2.7347546, 2.912594]",[],[],"[5.795546597088508e-16, -6.793941685039192e-16, 0.0002577294362708926, -0.000549154996406287, -5.795546597088508e-16, 6.793941685039192e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,31,adversary_1,4799,"[-1.0, 0.0, -2.2702832221984863, 0.7588851451873779, 5.0107645988464355, -1.349019169807434, 3.1269516944885254, -0.990037739276886, 3.2468984127044678, -2.1090290546417236, 3.0416526794433594, -0.8900443315505981, 5.795546597088508e-16, -6.793941685039192e-16, 0.0002577294362708926, -0.000549154996406287, -5.795546597088508e-16, 6.793941685039192e-16]","[0.0, 1.0, -0.4212629003164525, 0.0, 0.0]",,,,"[-1.0, 0.0]","[-2.2702832221984863, 0.7588851451873779]","[5.1891823, 3.2799394, 3.8717377, 3.1692002]","[-0.26298863, -0.30662876, -0.5760601, -0.28467125]",[],[],"[5.795546597088508e-16, -6.793941685039192e-16, 0.0002577294362708926, -0.000549154996406287, -5.795546597088508e-16, 6.793941685039192e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,31,agent_0,4799,"[5.795546597088508e-16, -6.793941685039192e-16, 0.8566685318946838, -0.23115260899066925, 1.8838129043579102, -0.35898134112358093, -3.1269516944885254, 0.990037739276886, 0.11994655430316925, -1.1189912557601929, -0.08529900759458542, 0.09999341517686844, 0.0002577294362708926, -0.000549154996406287, -5.795546597088508e-16, 6.793941685039192e-16]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[5.795546597088508e-16, -6.793941685039192e-16]","[0.8566685318946838, -0.23115260899066925]","[1.9177119, 3.2799394, 1.1254015, 0.13143289]","[-0.1883034, 2.8349638, -1.4640124, 2.2770562]",[],[],"[0.0002577294362708926, -0.000549154996406287, -5.795546597088508e-16, 6.793941685039192e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,31,agent_1,4799,"[0.0002577294362708926, -0.000549154996406287, 0.9766151309013367, -1.3501437902450562, 1.7638663053512573, 0.7600098252296448, -3.2468984127044678, 2.1090290546417236, -0.11994655430316925, 1.1189912557601929, -0.20524556934833527, 1.218984603881836, 5.795546597088508e-16, -6.793941685039192e-16, -5.795546597088508e-16, 6.793941685039192e-16]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[0.0002577294362708926, -0.000549154996406287]","[0.9766151309013367, -1.3501437902450562]","[1.9206352, 3.8717377, 1.1254015, 1.2361429]","[0.40683818, 2.5655324, 1.6775802, 1.7376059]",[],[],"[5.795546597088508e-16, -6.793941685039192e-16, -5.795546597088508e-16, 6.793941685039192e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,31,agent_2,4799,"[-5.795546597088508e-16, 6.793941685039192e-16, 0.7713695764541626, -0.1311592012643814, 1.9691119194030762, -0.45897477865219116, -3.0416526794433594, 0.8900443315505981, 0.08529900759458542, -0.09999341517686844, 0.20524556934833527, -1.218984603881836, 5.795546597088508e-16, -6.793941685039192e-16, 0.0002577294362708926, -0.000549154996406287]","[0.0, -0.6350512926994701, -1.0, 0.0, 0.0]",0.0,False,False,"[-5.795546597088508e-16, 6.793941685039192e-16]","[0.7713695764541626, -0.1311592012643814]","[2.0218952, 3.1692002, 0.13143289, 1.2361429]","[-0.22899851, 2.8569214, -0.8645364, -1.4039867]",[],[],"[5.795546597088508e-16, -6.793941685039192e-16, 0.0002577294362708926, -0.000549154996406287]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",[nan nan]
3,1,Pursuers: 2 vs Evaders: 3,32,adversary_0,4799,"[0.4520321786403656, 0.0003485941851977259, 2.7871322631835938, -0.5900874733924866, -5.157415390014648, 1.3489726781845093, -1.9304636716842651, 0.3589348793029785, -1.8104913234710693, -0.7601112723350525, -2.0157628059387207, 0.45892828702926636, 5.795804942137421e-16, -6.794245028713427e-16, 0.00019329706265125424, -0.0004118662327528, -5.795804942137421e-16, 6.794245028713427e-16]","[0.0, -1.0, 0.332983845069197, 0.0, 0.0]",,,,"[0.4520321786403656, 0.0003485941851977259]","[2.7871322631835938, -0.5900874733924866]","[5.3309155, 1.9635489, 1.9635804, 2.067345]","[2.8857641, 2.9577599, -2.7441032, 2.9177384]",[],[],"[5.795804942137421e-16, -6.794245028713427e-16, 0.00019329706265125424, -0.0004118662327528, -5.795804942137421e-16, 6.794245028713427e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,32,adversary_1,4799,"[-1.0, 0.0, -2.3702831268310547, 0.7588851451873779, 5.157415390014648, -1.3489726781845093, 3.226951837539673, -0.990037739276886, 3.346924066543579, -2.109083890914917, 3.141652822494507, -0.8900443315505981, 5.795804942137421e-16, -6.794245028713427e-16, 0.00019329706265125424, -0.0004118662327528, -5.795804942137421e-16, 6.794245028713427e-16]","[0.0, 1.0, -0.4088653377659287, 0.0, 0.0]",,,,"[-1.0, 0.0]","[-2.3702831268310547, 0.7588851451873779]","[5.3309155, 3.37541, 3.9560251, 3.2652967]","[-0.25582856, -0.2976861, -0.5622983, -0.2760703]",[],[],"[5.795804942137421e-16, -6.794245028713427e-16, 0.00019329706265125424, -0.0004118662327528, -5.795804942137421e-16, 6.794245028713427e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
3,1,Pursuers: 2 vs Evaders: 3,32,agent_0,4799,"[5.795804942137421e-16, -6.794245028713427e-16, 0.8566685318946838, -0.23115260899066925, 1.9304636716842651, -0.3589348793029785, -3.226951837539673, 0.990037739276886, 0.1199723333120346, -1.1190460920333862, -0.08529900759458542, 0.09999341517686844, 0.00019329706265125424, -0.0004118662327528, -5.795804942137421e-16, 6.794245028713427e-16]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[5.795804942137421e-16, -6.794245028713427e-16]","[0.8566685318946838, -0.23115260899066925]","[1.9635489, 3.37541, 1.1254588, 0.13143289]","[-0.18383272, 2.8439066, -1.4639947, 2.2770562]",[],[],"[0.00019329706265125424, -0.0004118662327528, -5.795804942137421e-16, 6.794245028713427e-16]","{(0.6769003868103027, -0.934359073638916, 0.0): 0.0, (0.3152998089790344, 0.7588851451873779, 0.0): 0.0, (0.8566685318946838, -0.23115260899066925, 0.0): 0.0, (0.7862290143966675, -0.9980409741401672, 0.0): 0.0, (0.7713695764541626, -0.1311592012643814, 0.0): 0.0}",
