game,number_of_game_type,game_type,round,agent,seed,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities,value_function,interception_point
2,1,Pursuers: 3 vs Evaders: 2,13,adversary_1,6410,"[1.0, 0.0, 1.7031828165054321, -0.6831347942352295, -0.7719019651412964, -0.04945340007543564, -2.7817654609680176, 0.7203974723815918, -0.8736575841903687, 1.5955373048782349, -2.391451358795166, 1.625354528427124, 0.9092655777931213, -0.0, -0.0, 0.0]","[0.0, -0.7204154361247599, 1.0, 0.0, 0.0]",,,,"[1.0, 0.0]","[1.7031828165054321, -0.6831347942352295]","[0.7734845, 2.873533, 1.8190703, 2.8915076]","[-3.077613, 2.8881884, 2.0717669, 2.5446541]",[],[],"[0.9092655777931213, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,13,adversary_2,6410,"[-0.28226935863494873, 0.0, -1.0785826444625854, 0.037262704223394394, 2.0098636150360107, -0.7698509097099304, 2.7817654609680176, -0.7203974723815918, 1.908107876777649, 0.8751397728919983, 0.3903140723705292, 0.9049569964408875, 0.9092655777931213, -0.0, -0.0, 0.0]","[0.0, 1.0, 0.6253306049521214, 0.0, 0.0]",,,,"[-0.28226935863494873, 0.0]","[-1.0785826444625854, 0.037262704223394394]","[2.1522598, 2.873533, 2.0992248, 0.9855416]","[-0.36579758, -0.25340426, 0.43001792, 1.1635959]",[],[],"[0.9092655777931213, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,13,agent_0,6410,"[0.9092655777931213, -0.0, 0.8295252919197083, 0.9124024510383606, 0.10175562649965286, -1.6449906826019287, 0.8736575841903687, -1.5955373048782349, -1.908107876777649, -0.8751397728919983, -1.517793893814087, 0.029817242175340652, -0.0, 0.0]","[0.0, 0.4787158272252346, 1.0, 0.0, 0.0]",,,,"[0.9092655777931213, -0.0]","[0.8295252919197083, 0.9124024510383606]","[1.648135, 1.8190703, 2.0992248, 1.5180868]","[-1.5090172, -1.0698259, -2.7115748, 3.1219501]",[],[],"[-0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,13,agent_1,6410,"[-0.0, 0.0, -0.6882686018943787, 0.9422197341918945, 1.6195495128631592, -1.6748079061508179, 2.391451358795166, -1.625354528427124, -0.3903140723705292, -0.9049569964408875, 1.517793893814087, -0.029817242175340652, 0.9092655777931213, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",-0.42219718182502475,False,False,"[-0.0, 0.0]","[-0.6882686018943787, 0.9422197341918945]","[2.32979, 2.8915076, 0.9855416, 1.5180868]","[-0.8021702, -0.5969386, -1.9779967, -0.01964258]",[],[],"[0.9092655777931213, -0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",[0.45007682 0.91985677]
2,1,Pursuers: 3 vs Evaders: 2,14,adversary_0,6410,"[1.0, -0.0, 1.0312808752059937, -0.7325881719589233, 0.7719019651412964, 0.04945340007543564, -2.1380903720855713, 0.7698509097099304, -0.11082906275987625, 1.6449906826019287, -1.7195494174957275, 1.6748079061508179, 0.8904628753662109, -0.0, -0.0, 0.0]","[0.0, -0.10083191534965738, 1.0, 0.0, 0.0]",,,,"[1.0, -0.0]","[1.0312808752059937, -0.7325881719589233]","[0.7734845, 2.2724657, 1.6487199, 2.4003816]","[0.06397948, 2.7959797, 1.6380683, 2.369375]",[],[],"[0.8904628753662109, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,14,adversary_1,6410,"[1.0, 0.0, 1.80318284034729, -0.6831347942352295, -0.7719019651412964, -0.04945340007543564, -2.9099924564361572, 0.7203974723815918, -0.882731020450592, 1.5955373048782349, -2.4914515018463135, 1.625354528427124, 0.8904628753662109, -0.0, -0.0, 0.0]","[0.0, -0.7261509036428277, 1.0, 0.0, 0.0]",,,,"[1.0, 0.0]","[1.80318284034729, -0.6831347942352295]","[0.7734845, 2.9978373, 1.8234454, 2.974745]","[-3.077613, 2.898912, 2.0761313, 2.5635514]",[],[],"[0.8904628753662109, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,14,adversary_2,6410,"[-0.32410281896591187, 0.0, -1.1068096160888672, 0.037262704223394394, 2.1380903720855713, -0.7698509097099304, 2.9099924564361572, -0.7203974723815918, 2.02726149559021, 0.8751397728919983, 0.41854098439216614, 0.9049569964408875, 0.8904628753662109, -0.0, -0.0, 0.0]","[0.0, 1.0, 0.5945002315327179, 0.0, 0.0]",,,,"[-0.32410281896591187, 0.0]","[-1.1068096160888672, 0.037262704223394394]","[2.2724657, 2.9978373, 2.2080894, 0.9970575]","[-0.34561285, -0.24268079, 0.40751982, 1.1375977]",[],[],"[0.8904628753662109, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,14,agent_0,6410,"[0.8904628753662109, -0.0, 0.920451819896698, 0.9124024510383606, 0.11082906275987625, -1.6449906826019287, 0.882731020450592, -1.5955373048782349, -2.02726149559021, -0.8751397728919983, -1.6087204217910767, 0.029817242175340652, -0.0, 0.0]","[0.0, 0.48905049945264245, 1.0, 0.0, 0.0]",,,,"[0.8904628753662109, -0.0]","[0.920451819896698, 0.9124024510383606]","[1.6487199, 1.8234454, 2.2080894, 1.6089967]","[-1.5035243, -1.0654613, -2.734073, 3.12306]",[],[],"[-0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,14,agent_1,6410,"[-0.0, 0.0, -0.6882686018943787, 0.9422197341918945, 1.7195494174957275, -1.6748079061508179, 2.4914515018463135, -1.625354528427124, -0.41854098439216614, -0.9049569964408875, 1.6087204217910767, -0.029817242175340652, 0.8904628753662109, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",-0.42219718182502475,False,False,"[-0.0, 0.0]","[-0.6882686018943787, 0.9422197341918945]","[2.4003816, 2.974745, 0.9970575, 1.6089967]","[-0.77221775, -0.57804126, -2.003995, -0.018532623]",[],[],"[0.8904628753662109, -0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",[0.51827171 0.91985677]
2,1,Pursuers: 3 vs Evaders: 2,15,adversary_0,6410,"[1.0, -0.0, 1.1312808990478516, -0.7325881719589233, 0.7719019651412964, 0.04945340007543564, -2.270500659942627, 0.7698509097099304, -0.12178277969360352, 1.6449906826019287, -1.8195494413375854, 1.6748079061508179, 0.8722269535064697, -0.0, -0.0, 0.0]","[0.0, -0.11074568694722547, 1.0, 0.0, 0.0]",,,,"[1.0, -0.0]","[1.1312808990478516, -0.7325881719589233]","[0.7734845, 2.3974662, 1.6494925, 2.4730027]","[0.06397948, 2.814691, 1.644694, 2.3975923]",[],[],"[0.8722269535064697, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,15,adversary_1,6410,"[1.0, 0.0, 1.903182864189148, -0.6831347942352295, -0.7719019651412964, -0.04945340007543564, -3.042402744293213, 0.7203974723815918, -0.8936847448348999, 1.5955373048782349, -2.591451406478882, 1.625354528427124, 0.8722269535064697, -0.0, -0.0, 0.0]","[0.0, -0.7330198713402875, 1.0, 0.0, 0.0]",,,,"[1.0, 0.0]","[1.903182864189148, -0.6831347942352295]","[0.7734845, 3.1265295, 1.8287733, 3.0589864]","[-3.077613, 2.909089, 2.0813723, 2.581414]",[],[],"[0.8722269535064697, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,15,adversary_2,6410,"[-0.36472705006599426, 0.0, -1.139219880104065, 0.037262704223394394, 2.270500659942627, -0.7698509097099304, 3.042402744293213, -0.7203974723815918, 2.1487178802490234, 0.8751397728919983, 0.4509512782096863, 0.9049569964408875, 0.8722269535064697, -0.0, -0.0, 0.0]","[0.0, 1.0, 0.5657990076868396, 0.0, 0.0]",,,,"[-0.36472705006599426, 0.0]","[-1.139219880104065, 0.037262704223394394]","[2.3974662, 3.1265295, 2.3200989, 1.0110906]","[-0.32690158, -0.23250353, 0.38677043, 1.1084998]",[],[],"[0.8722269535064697, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,15,agent_0,6410,"[0.8722269535064697, -0.0, 1.009498119354248, 0.9124024510383606, 0.12178277969360352, -1.6449906826019287, 0.8936847448348999, -1.5955373048782349, -2.1487178802490234, -0.8751397728919983, -1.697766661643982, 0.029817242175340652, -0.0, 0.0]","[0.0, 0.4963075842544531, 1.0, 0.0, 0.0]",,,,"[0.8722269535064697, -0.0]","[1.009498119354248, 0.9124024510383606]","[1.6494925, 1.8287733, 2.3200989, 1.6980284]","[-1.4968987, -1.0602202, -2.7548223, 3.1240318]",[],[],"[-0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,15,agent_1,6410,"[-0.0, 0.0, -0.6882686018943787, 0.9422197341918945, 1.8195494413375854, -1.6748079061508179, 2.591451406478882, -1.625354528427124, -0.4509512782096863, -0.9049569964408875, 1.697766661643982, -0.029817242175340652, 0.8722269535064697, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",-0.42219718182502475,False,False,"[-0.0, 0.0]","[-0.6882686018943787, 0.9422197341918945]","[2.4730027, 3.0589864, 1.0110906, 1.6980284]","[-0.7440003, -0.5601787, -2.033093, -0.01756081]",[],[],"[0.8722269535064697, -0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",[0.58505644 0.91985677]
2,1,Pursuers: 3 vs Evaders: 2,16,adversary_0,6410,"[1.0, -0.0, 1.2312809228897095, -0.7325881719589233, 0.7719019651412964, 0.04945340007543564, -2.406973361968994, 0.7698509097099304, -0.13456007838249207, 1.6449906826019287, -1.9195494651794434, 1.6748079061508179, 0.8556472063064575, -0.0, -0.0, 0.0]","[0.0, -0.12229142846318442, 1.0, 0.0, 0.0]",,,,"[1.0, -0.0]","[1.2312809228897095, -0.7325881719589233]","[0.7734845, 2.5270915, 1.650485, 2.5474794]","[0.06397948, 2.8320332, 1.6524146, 2.42418]",[],[],"[0.8556472063064575, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,16,adversary_1,6410,"[1.0, 0.0, 2.003182888031006, -0.6831347942352295, -0.7719019651412964, -0.04945340007543564, -3.17887544631958, 0.7203974723815918, -0.9064620733261108, 1.5955373048782349, -2.6914515495300293, 1.625354528427124, 0.8556472063064575, -0.0, -0.0, 0.0]","[0.0, -0.7409565322331826, 1.0, 0.0, 0.0]",,,,"[1.0, 0.0]","[2.003182888031006, -0.6831347942352295]","[0.7734845, 3.259482, 1.8350511, 3.1441514]","[-3.077613, 2.9187367, 2.0874474, 2.598314]",[],[],"[0.8556472063064575, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,16,adversary_2,6410,"[-0.40380558371543884, 0.0, -1.1756925582885742, 0.037262704223394394, 2.406973361968994, -0.7698509097099304, 3.17887544631958, -0.7203974723815918, 2.272413492202759, 0.8751397728919983, 0.48742398619651794, 0.9049569964408875, 0.8556472063064575, -0.0, -0.0, 0.0]","[0.0, 1.0, 0.539077407461522, 0.0, 0.0]",,,,"[-0.40380558371543884, 0.0]","[-1.1756925582885742, 0.037262704223394394]","[2.5270915, 3.259482, 2.4351044, 1.0278761]","[-0.3095595, -0.22285606, 0.3676087, 1.0767355]",[],[],"[0.8556472063064575, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,16,agent_0,6410,"[0.8556472063064575, -0.0, 1.096720814704895, 0.9124024510383606, 0.13456007838249207, -1.6449906826019287, 0.9064620733261108, -1.5955373048782349, -2.272413492202759, -0.8751397728919983, -1.784989356994629, 0.029817242175340652, -0.0, 0.0]","[0.0, 0.5006896384301522, 1.0, 0.0, 0.0]",,,,"[0.8556472063064575, -0.0]","[1.096720814704895, 0.9124024510383606]","[1.650485, 1.8350511, 2.4351044, 1.7852384]","[-1.4891782, -1.0541453, -2.773984, 3.1248899]",[],[],"[-0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,16,agent_1,6410,"[-0.0, 0.0, -0.6882686018943787, 0.9422197341918945, 1.9195494651794434, -1.6748079061508179, 2.6914515495300293, -1.625354528427124, -0.48742398619651794, -0.9049569964408875, 1.784989356994629, -0.029817242175340652, 0.8556472063064575, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",-0.42219718182502475,False,False,"[-0.0, 0.0]","[-0.6882686018943787, 0.9422197341918945]","[2.5474794, 3.1441514, 1.0278761, 1.7852384]","[-0.7174126, -0.54327863, -2.064857, -0.016702874]",[],[],"[0.8556472063064575, -0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",[0.65047346 0.91985677]
2,1,Pursuers: 3 vs Evaders: 2,17,adversary_0,6410,"[1.0, -0.0, 1.3312809467315674, -0.7325881719589233, 0.7719019651412964, 0.04945340007543564, -2.547353982925415, 0.7698509097099304, -0.14899536967277527, 1.6449906826019287, -2.0195493698120117, 1.6748079061508179, 0.8414595127105713, -0.0, -0.0, 0.0]","[0.0, -0.1353089459285647, 1.0, 0.0, 0.0]",,,,"[1.0, -0.0]","[1.3312809467315674, -0.7325881719589233]","[0.7734845, 2.661143, 1.6517246, 2.6236541]","[0.063979484, 2.8481042, 1.6611251, 2.4492407]",[],[],"[0.8414595127105713, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,17,adversary_1,6410,"[1.0, 0.0, 2.103182792663574, -0.6831347942352295, -0.7719019651412964, -0.04945340007543564, -3.319256067276001, 0.7203974723815918, -0.920897364616394, 1.5955373048782349, -2.7914514541625977, 1.625354528427124, 0.8414595127105713, -0.0, -0.0, 0.0]","[0.0, -0.7498249660725416, 1.0, 0.0, 0.0]",,,,"[1.0, 0.0]","[2.103182792663574, -0.6831347942352295]","[0.7734845, 3.3965325, 1.8422245, 3.230167]","[-3.077613, 2.9278715, 2.0942605, 2.6143184]",[],[],"[0.8414595127105713, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,17,adversary_2,6410,"[-0.44113096594810486, 0.0, -1.2160731554031372, 0.037262704223394394, 2.547353982925415, -0.7698509097099304, 3.319256067276001, -0.7203974723815918, 2.3983585834503174, 0.8751397728919983, 0.5278045535087585, 0.9049569964408875, 0.8414595127105713, -0.0, -0.0, 0.0]","[0.0, 1.0, 0.5141758662186919, 0.0, 0.0]",,,,"[-0.44113096594810486, 0.0]","[-1.2160731554031372, 0.037262704223394394]","[2.661143, 3.3965325, 2.5530362, 1.0476282]","[-0.2934885, -0.21372123, 0.3498788, 1.0427936]",[],[],"[0.8414595127105713, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,17,agent_0,6410,"[0.8414595127105713, -0.0, 1.1822855472564697, 0.9124024510383606, 0.14899536967277527, -1.6449906826019287, 0.920897364616394, -1.5955373048782349, -2.3983585834503174, -0.8751397728919983, -1.8705540895462036, 0.029817242175340652, -0.0, 0.0]","[0.0, 0.5024908879682614, 1.0, 0.0, 0.0]",,,,"[0.8414595127105713, -0.0]","[1.1822855472564697, 0.9124024510383606]","[1.6517246, 1.8422245, 2.5530362, 1.8707918]","[-1.4804676, -1.0473323, -2.791714, 3.1256537]",[],[],"[-0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,17,agent_1,6410,"[-0.0, 0.0, -0.6882686018943787, 0.9422197341918945, 2.0195493698120117, -1.6748079061508179, 2.7914514541625977, -1.625354528427124, -0.5278045535087585, -0.9049569964408875, 1.8705540895462036, -0.029817242175340652, 0.8414595127105713, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",-0.42219718182502475,False,False,"[-0.0, 0.0]","[-0.6882686018943787, 0.9422197341918945]","[2.6236541, 3.230167, 1.0476282, 1.8707918]","[-0.69235194, -0.5272743, -2.098799, -0.015938966]",[],[],"[0.8414595127105713, -0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",[0.71464701 0.91985677]
2,1,Pursuers: 3 vs Evaders: 2,18,adversary_0,6410,"[1.0, -0.0, 1.4312808513641357, -0.7325881719589233, 0.7719019651412964, 0.04945340007543564, -2.691467046737671, 0.7698509097099304, -0.1648494154214859, 1.6449906826019287, -2.119549512863159, 1.6748079061508179, 0.8300982713699341, -0.0, -0.0, 0.0]","[0.0, -0.14957029505520342, 1.0, 0.0, 0.0]",,,,"[1.0, -0.0]","[1.4312808513641357, -0.7325881719589233]","[0.7734845, 2.7994044, 1.6532301, 2.7013834]","[0.063979484, 2.8629975, 1.6706759, 2.4728734]",[],[],"[0.8300982713699341, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,18,adversary_1,6410,"[1.0, 0.0, 2.2031829357147217, -0.6831347942352295, -0.7719019651412964, -0.04945340007543564, -3.463369131088257, 0.7203974723815918, -0.9367513656616211, 1.5955373048782349, -2.891451358795166, 1.625354528427124, 0.8300982713699341, -0.0, -0.0, 0.0]","[0.0, -0.7594458618662634, 1.0, 0.0, 0.0]",,,,"[1.0, 0.0]","[2.2031829357147217, -0.6831347942352295]","[0.7734845, 3.5374987, 1.8502007, 3.3169668]","[-3.077613, 2.9365122, 2.101682, 2.6294887]",[],[],"[0.8300982713699341, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,18,adversary_2,6410,"[-0.4765954613685608, 0.0, -1.2601861953735352, 0.037262704223394394, 2.691467046737671, -0.7698509097099304, 3.463369131088257, -0.7203974723815918, 2.5266177654266357, 0.8751397728919983, 0.5719176530838013, 0.9049569964408875, 0.8300982713699341, -0.0, -0.0, 0.0]","[0.0, 1.0, 0.4909370195203222, 0.0, 0.0]",,,,"[-0.4765954613685608, 0.0]","[-1.2601861953735352, 0.037262704223394394]","[2.7994044, 3.5374987, 2.673886, 1.0705311]","[-0.27859515, -0.20508052, 0.3334356, 1.0071912]",[],[],"[0.8300982713699341, -0.0, -0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,18,agent_0,6410,"[0.8300982713699341, -0.0, 1.266431450843811, 0.9124024510383606, 0.1648494154214859, -1.6449906826019287, 0.9367513656616211, -1.5955373048782349, -2.5266177654266357, -0.8751397728919983, -1.9547001123428345, 0.029817242175340652, -0.0, 0.0]","[0.0, 0.5020588984004408, 1.0, 0.0, 0.0]",,,,"[0.8300982713699341, -0.0]","[1.266431450843811, 0.9124024510383606]","[1.6532301, 1.8502007, 2.673886, 1.9549276]","[-1.4709169, -1.0399109, -2.808157, 3.1263397]",[],[],"[-0.0, 0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",
2,1,Pursuers: 3 vs Evaders: 2,18,agent_1,6410,"[-0.0, 0.0, -0.6882686018943787, 0.9422197341918945, 2.119549512863159, -1.6748079061508179, 2.891451358795166, -1.625354528427124, -0.5719176530838013, -0.9049569964408875, 1.9547001123428345, -0.029817242175340652, 0.8300982713699341, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",-0.42219718182502475,False,False,"[-0.0, 0.0]","[-0.6882686018943787, 0.9422197341918945]","[2.7013834, 3.3169668, 1.0705311, 1.9549276]","[-0.66871923, -0.51210386, -2.1344016, -0.015252933]",[],[],"[0.8300982713699341, -0.0]","{(0.007208637427538633, -0.7325881719589233, 0.0): 0.0, (0.7791106104850769, -0.6831347942352295, 0.0): 0.0, (-0.9919145703315735, 0.037262704223394394, 0.0): 0.0, (-0.05308035761117935, 0.9124024510383606, 0.0): 0.0, (-0.6882686018943787, 0.9422197341918945, 0.0): 0.0}",[0.77775644 0.91985677]
