game,round,agent,seed,agent_type,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities
5,11,adversary_0,3508,active,"[-0.2722896635532379, -0.41551271080970764, -0.996846079826355, 0.536194920539856, 1.449920892715454, -1.1680397987365723, 1.5984365940093994, -0.8944238424301147, 0.06221897155046463, -0.430584579706192, -0.11929231137037277, -0.8029746413230896, 0.015776149928569794, 0.15265080332756042, 1.0153330564498901, -1.0786679983139038, 1.8701661825180054, -1.0775442123413086, 0.06934229284524918, -1.1616764068603516, 0.14244350790977478, -0.6942502856254578, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, 0.0, 0.15420082211494446, 0.0, 1.0]",,,,"[-0.2722896635532379, -0.41551271080970764]","[-0.996846079826355, 0.536194920539856]","[1.8618774, 1.8316642, 0.43505663, 0.8117875, 0.15346386, 1.4813595, 2.1583843, 1.1637441, 0.70871264]","[-0.6781394, -0.51015455, -1.4272908, -1.7182806, 1.467814, -0.81563485, -0.52271736, -1.5111755, -1.3684288]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,adversary_1,3508,active,"[0.22250540554523468, -0.17803031206130981, 0.4530749022960663, -0.6318448781967163, -1.449920892715454, 1.1680397987365723, 0.14851562678813934, 0.27361592650413513, -1.3877019882202148, 0.7374551892280579, -1.5692132711410522, 0.3650650978088379, -1.4341448545455933, 1.3206905126571655, -0.43458789587020874, 0.08937178552150726, 0.4202452600002289, 0.09049548208713531, -1.380578637123108, 0.006363355554640293, -1.3074774742126465, 0.4737894833087921, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, 0.0, 1.0, 0.0, 0.31577130407094955]",,,,"[0.22250540554523468, -0.17803031206130981]","[0.4530749022960663, -0.6318448781967163]","[1.8618774, 0.3113239, 1.5714823, 1.6111184, 1.949614, 0.44368228, 0.42987847, 1.3805933, 1.3906739]","[2.4634533, 1.0735066, 2.6531246, 2.9130163, 2.3973548, 2.938773, 0.21210077, 3.1369834, 2.7939413]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,adversary_2,3508,active,"[0.2657763659954071, -0.9640347361564636, 0.6015905141830444, -0.3582289516925812, -1.5984365940093994, 0.8944238424301147, -0.14851562678813934, -0.27361592650413513, -1.5362175703048706, 0.46383926272392273, -1.717728853225708, 0.09144918620586395, -1.582660436630249, 1.0470746755599976, -0.5831035375595093, -0.18424412608146667, 0.27172961831092834, -0.18312042951583862, -1.5290943384170532, -0.2672525644302368, -1.4559930562973022, 0.20017357170581818, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, 0.0, 1.0, 0.8382746279239655, 0.0]",,,,"[0.2657763659954071, -0.9640347361564636]","[0.6015905141830444, -0.3582289516925812]","[1.8316642, 0.3113239, 1.6047152, 1.7201614, 1.8976774, 0.6115191, 0.32767373, 1.5522736, 1.4696888]","[2.631438, -2.0680861, 2.8483608, 3.0884044, 2.557112, -2.8355482, -0.5929984, -2.9685621, 3.0049667]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,adversary_3,3508,active,"[-0.1137579083442688, -0.0054689128883183, -0.9346270561218262, 0.10561033338308334, -0.06221897155046463, 0.430584579706192, 1.3877019882202148, -0.7374551892280579, 1.5362175703048706, -0.46383926272392273, -0.1815112829208374, -0.37239009141921997, -0.046442821621894836, 0.5832353830337524, 0.9531140923500061, -0.6480833888053894, 1.8079472780227661, -0.6469597220420837, 0.007123316638171673, -0.7310918569564819, 0.08022452890872955, -0.26366570591926575, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, 0.0, 0.4366350620985031, 1.0, 0.0]",,,,"[-0.1137579083442688, -0.0054689128883183]","[-0.9346270561218262, 0.10561033338308334]","[0.43505663, 1.5714823, 1.6047152, 0.41427132, 0.5850816, 1.1525791, 1.9202162, 0.73112655, 0.2756004]","[1.7143018, -0.488468, -0.2932319, -2.0243313, 1.6502583, -0.5971521, -0.34364396, -1.5610533, -1.2754303]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,adversary_4,3508,active,"[-0.17996294796466827, 0.1728142946958542, -1.1161383390426636, -0.26677975058555603, 0.11929231137037277, 0.8029746413230896, 1.5692132711410522, -0.3650650978088379, 1.717728853225708, -0.09144918620586395, 0.1815112829208374, 0.37239009141921997, 0.13506846129894257, 0.9556254744529724, 1.1346253156661987, -0.2756933271884918, 1.9894585609436035, -0.27456963062286377, 0.18863460421562195, -0.3587017357349396, 0.26173582673072815, 0.10872437804937363, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, 0.0, 0.6981680542230606, 1.0, 0.0]",,,,"[-0.17996294796466827, 0.1728142946958542]","[-1.1161383390426636, -0.26677975058555603]","[0.8117875, 1.6111184, 1.7201614, 0.41427132, 0.9651236, 1.1676393, 2.008316, 0.40527764, 0.28341952]","[1.4233121, -0.22857632, -0.05318821, 1.1172613, 1.4303861, -0.23836249, -0.13714588, -1.0866585, 0.39370918]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,agent_0,3508,non-active,"[-0.2605670988559723, 0.6024316549301147, -0.9810699224472046, 0.688845694065094, -0.015776149928569794, -0.15265080332756042, 1.4341448545455933, -1.3206905126571655, 1.582660436630249, -1.0470746755599976, 0.046442821621894836, -0.5832353830337524, -0.13506846129894257, -0.9556254744529724, 0.9995568990707397, -1.2313188314437866, 1.854390025138855, -1.2301950454711914, 0.053566139191389084, -1.3143272399902344, 0.1266673505306244, -0.8469010591506958, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, -1.0, 0.0013914783050319546, 0.0, 0.0]",,,,"[-0.2605670988559723, 0.6024316549301147]","[-0.9810699224472046, 0.688845694065094]","[0.15346386, 1.949614, 1.8976774, 0.5850816, 0.9651236, 1.5859572, 2.2253408, 1.3154184, 0.8563212]","[-1.6737788, -0.7442377, -0.58448076, -1.4913344, -1.7112066, -0.8889151, -0.5857349, -1.5300633, -1.4223311]",[],[],"[0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,agent_1,3508,non-active,"[0.16015827655792236, 0.0, 0.0184869896620512, -0.5424730777740479, -1.0153330564498901, 1.0786679983139038, 0.43458789587020874, -0.08937178552150726, 0.5831035375595093, 0.18424412608146667, -0.9531140923500061, 0.6480833888053894, -1.1346253156661987, 0.2756933271884918, -0.9995568990707397, 1.2313188314437866, 0.85483318567276, 0.001123698428273201, -0.9459907412528992, -0.08300843089818954, -0.872889518737793, 0.38441771268844604, -0.2605670988559723, 0.6024316549301147, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, -1.0, -0.2522041497149151, 0.0, 0.0]",,,,"[0.16015827655792236, 0.0]","[0.0184869896620512, -0.5424730777740479]","[1.4813595, 0.44368228, 0.6115191, 1.1525791, 1.1676393, 1.5859572, 0.8548339, 0.9496257, 0.9537888]","[2.3259578, -0.20281966, 0.30604443, 2.5444405, 2.9032302, 2.2526774, 0.0013145555, -3.0540693, 2.7267535]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,agent_2,3508,non-active,"[0.6440908312797546, 0.009899353608489037, 0.8733201622962952, -0.5413493514060974, -1.8701661825180054, 1.0775442123413086, -0.4202452600002289, -0.09049548208713531, -0.27172961831092834, 0.18312042951583862, -1.8079472780227661, 0.6469597220420837, -1.9894585609436035, 0.27456963062286377, -1.854390025138855, 1.2301950454711914, -0.85483318567276, -0.001123698428273201, -1.8008239269256592, -0.0841321274638176, -1.7277227640151978, 0.3832939863204956, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]","[0.0, -1.0, 0.024270562956128686, 0.0, 0.0]",,,,"[0.6440908312797546, 0.009899353608489037]","[0.8733201622962952, -0.5413493514060974]","[2.1583843, 0.42987847, 0.32767373, 1.9202162, 2.008316, 2.2253408, 0.8548339, 1.8027881, 1.7697288]","[2.6188753, -2.9294918, 2.5485945, 2.7979486, 3.0044467, 2.5558577, -3.140278, -3.094908, 2.923279]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.2549379765987396, -0.8153610825538635, 0.006260010413825512, -0.6371879577636719]"
5,11,agent_3,3508,non-active,"[0.2549379765987396, -0.8153610825538635, -0.927503764629364, -0.6254814863204956, -0.06934229284524918, 1.1616764068603516, 1.380578637123108, -0.006363355554640293, 1.5290943384170532, 0.2672525644302368, -0.007123316638171673, 0.7310918569564819, -0.18863460421562195, 0.3587017357349396, -0.053566139191389084, 1.3143272399902344, 0.9459907412528992, 0.08300843089818954, 1.8008239269256592, 0.0841321274638176, 0.0731012150645256, 0.4674261212348938, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.006260010413825512, -0.6371879577636719]","[0.0, -1.0, 0.17426029397504306, 0.0, 0.0]",,,,"[0.2549379765987396, -0.8153610825538635]","[-0.927503764629364, -0.6254814863204956]","[1.1637441, 1.3805933, 1.5522736, 0.73112655, 0.40527764, 1.3154184, 0.9496257, 1.8027881, 0.47310778]","[1.6304172, -0.004609145, 0.17303059, 1.5805393, 2.054934, 1.6115294, 0.087523416, 0.046684746, 1.4156619]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.006260010413825512, -0.6371879577636719]"
5,11,agent_4,3508,non-active,"[0.006260010413825512, -0.6371879577636719, -0.8544025421142578, -0.1580553650856018, -0.14244350790977478, 0.6942502856254578, 1.3074774742126465, -0.4737894833087921, 1.4559930562973022, -0.20017357170581818, -0.08022452890872955, 0.26366570591926575, -0.26173582673072815, -0.10872437804937363, -0.1266673505306244, 0.8469010591506958, 0.872889518737793, -0.38441771268844604, 1.7277227640151978, -0.3832939863204956, -0.0731012150645256, -0.4674261212348938, -0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635]","[0.0, -1.0, 0.002290374592448122, 0.0, 0.0]",0.0,False,False,"[0.006260010413825512, -0.6371879577636719]","[-0.8544025421142578, -0.1580553650856018]","[0.70871264, 1.3906739, 1.4696888, 0.2756004, 0.28341952, 0.8563212, 0.9537888, 1.7697288, 0.47310778]","[1.7731639, -0.34765133, -0.13662599, 1.8661623, -2.7478836, 1.7192615, -0.41483924, -0.21831349, -1.7259307]",[],[],"[-0.2605670988559723, 0.6024316549301147, 0.16015827655792236, 0.0, 0.6440908312797546, 0.009899353608489037, 0.2549379765987396, -0.8153610825538635]"
5,12,adversary_0,3508,active,"[-0.15795700252056122, -0.011634543538093567, -1.0240750312805176, 0.4946436285972595, 1.4994004964828491, -1.1442915201187134, 1.6522431373596191, -0.9492760300636292, 0.07807214558124542, -0.3895801901817322, -0.11005964130163193, -0.7441419363021851, 0.016948407515883446, 0.25444525480270386, 1.0585778951644897, -1.0371166467666626, 1.9618042707443237, -1.0350030660629272, 0.12206505239009857, -1.201661229133606, 0.1702984720468521, -0.7164177894592285, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, 0.0, 0.09969330579042435, 0.0, 1.0]",,,,"[-0.15795700252056122, -0.011634543538093567]","[-1.0240750312805176, 0.4946436285972595]","[1.8861614, 1.9055268, 0.39732605, 0.7522369, 0.25500908, 1.4819574, 2.2180865, 1.207845, 0.7363804]","[-0.65187424, -0.5214868, -1.3730155, -1.7176332, 1.5042851, -0.77515787, -0.48546514, -1.4695632, -1.3374194]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,adversary_1,3508,active,"[0.46687906980514526, -0.038791343569755554, 0.47532543540000916, -0.6496478915214539, -1.4994004964828491, 1.1442915201187134, 0.15284273028373718, 0.19501547515392303, -1.4213283061981201, 0.7547113299369812, -1.6094601154327393, 0.40014955401420593, -1.4824520349502563, 1.3987367153167725, -0.44082263112068176, 0.1071748211979866, 0.462403804063797, 0.10928845405578613, -1.3773354291915894, -0.05736972391605377, -1.3291020393371582, 0.42787373065948486, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, 0.0, 1.0, 0.0, 0.34501728415489197]",,,,"[0.46687906980514526, -0.038791343569755554]","[0.47532543540000916, -0.6496478915214539]","[1.8861614, 0.24777396, 1.6092741, 1.6584576, 2.038168, 0.453664, 0.4751434, 1.3785297, 1.3962766]","[2.4897184, 0.90604484, 2.6534615, 2.8979099, 2.3852422, 2.9030955, 0.23208952, -3.0999641, 2.8301427]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,adversary_2,3508,active,"[0.45601609349250793, -0.8899715542793274, 0.6281681656837463, -0.45463240146636963, -1.6522431373596191, 0.9492760300636292, -0.15284273028373718, -0.19501547515392303, -1.5741710662841797, 0.559695839881897, -1.7623028755187988, 0.2051340937614441, -1.635294795036316, 1.203721284866333, -0.593665361404419, -0.08784066140651703, 0.3095610737800598, -0.0857270285487175, -1.530178189277649, -0.2523851990699768, -1.4819446802139282, 0.23285824060440063, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, 0.0, 1.0, 0.4003291726112366, 0.0]",,,,"[0.45601609349250793, -0.8899715542793274]","[0.6281681656837463, -0.45463240146636963]","[1.9055268, 0.24777396, 1.6707106, 1.7742016, 2.0305502, 0.60012877, 0.32121205, 1.5508525, 1.5001277]","[2.6201057, -2.2355478, 2.7999825, 3.025713, 2.5070546, -2.9946952, -0.2701605, -2.978126, 2.9857368]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,adversary_3,3508,active,"[0.045672088861465454, -0.3041016757488251, -0.9460029006004333, 0.10506343841552734, -0.07807214558124542, 0.3895801901817322, 1.4213283061981201, -0.7547113299369812, 1.5741710662841797, -0.559695839881897, -0.18813179433345795, -0.35456177592277527, -0.061123739928007126, 0.644025444984436, 0.9805057048797607, -0.6475365161895752, 1.8837320804595947, -0.6454228758811951, 0.04399290308356285, -0.8120810389518738, 0.09222631901502609, -0.32683759927749634, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, 0.0, 0.40735937654972076, 1.0, 0.0]",,,,"[0.045672088861465454, -0.3041016757488251]","[-0.9460029006004333, 0.10506343841552734]","[0.39732605, 1.6092741, 1.6707106, 0.40138215, 0.64691955, 1.1750298, 1.9912351, 0.81327176, 0.33960053]","[1.7685771, -0.48813128, -0.34161016, -2.058626, 1.6654218, -0.58365905, -0.33009398, -1.5166762, -1.2957692]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,adversary_4,3508,active,"[0.07447820156812668, -0.17038927972316742, -1.1341346502304077, -0.24949832260608673, 0.11005964130163193, 0.7441419363021851, 1.6094601154327393, -0.40014955401420593, 1.7623028755187988, -0.2051340937614441, 0.18813179433345795, 0.35456177592277527, 0.12700805068016052, 0.9985871911048889, 1.1686375141143799, -0.2929747402667999, 2.071863889694214, -0.2908610999584198, 0.2321246862411499, -0.4575192928314209, 0.28035810589790344, 0.02772415801882744, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, 0.0, 0.6786798387765884, 1.0, 0.0]",,,,"[0.07447820156812668, -0.17038927972316742]","[-1.1341346502304077, -0.24949832260608673]","[0.7522369, 1.6584576, 1.7742016, 0.40138215, 1.0066317, 1.2048019, 2.0921807, 0.51303583, 0.2817256]","[1.4239595, -0.2436827, -0.11587967, 1.0829666, 1.4442878, -0.24563524, -0.13947472, -1.1012821, 0.09856794]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,agent_0,3508,non-active,"[-0.19486872851848602, 0.45182374119758606, -1.0071265697479248, 0.7490888833999634, -0.016948407515883446, -0.25444525480270386, 1.4824520349502563, -1.3987367153167725, 1.635294795036316, -1.203721284866333, 0.061123739928007126, -0.644025444984436, -0.12700805068016052, -0.9985871911048889, 1.041629433631897, -1.2915619611740112, 1.944855809211731, -1.2894482612609863, 0.10511664301156998, -1.456106424331665, 0.15335005521774292, -0.9708630442619324, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, -1.0, 0.2861301763513693, 0.0, 0.0]",,,,"[-0.19486872851848602, 0.45182374119758606]","[-1.0071265697479248, 0.7490888833999634]","[0.25500908, 2.038168, 2.0305502, 0.64691955, 1.0066317, 1.6592541, 2.3334825, 1.4598957, 0.9828994]","[-1.6373075, -0.7563505, -0.634538, -1.4761709, -1.6973048, -0.89211166, -0.585463, -1.4987311, -1.4141383]",[],[],"[0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,agent_1,3508,non-active,"[0.12011870741844177, 0.0, 0.03450281545519829, -0.5424730777740479, -1.0585778951644897, 1.0371166467666626, 0.44082263112068176, -0.1071748211979866, 0.593665361404419, 0.08784066140651703, -0.9805057048797607, 0.6475365161895752, -1.1686375141143799, 0.2929747402667999, -1.041629433631897, 1.2915619611740112, 0.9032264351844788, 0.0021136337891221046, -0.9365127682685852, -0.16454453766345978, -0.888279378414154, 0.32069891691207886, -0.19486872851848602, 0.45182374119758606, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, -1.0, -0.2861301763513693, 0.0, 0.0]",,,,"[0.12011870741844177, 0.0]","[0.03450281545519829, -0.5424730777740479]","[1.4819574, 0.453664, 0.60012877, 1.1750298, 1.2048019, 1.6592541, 0.90322894, 0.9508581, 0.9443983]","[2.3664348, -0.23849727, 0.14689746, 2.5579336, 2.8959575, 2.249481, 0.0023400958, -2.9676688, 2.7951221]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,agent_2,3508,non-active,"[0.49277636408805847, 0.007424515206366777, 0.9377292394638062, -0.5403594374656677, -1.9618042707443237, 1.0350030660629272, -0.462403804063797, -0.10928845405578613, -0.3095610737800598, 0.0857270285487175, -1.8837320804595947, 0.6454228758811951, -2.071863889694214, 0.2908610999584198, -1.944855809211731, 1.2894482612609863, -0.9032264351844788, -0.0021136337891221046, -1.839739203453064, -0.1666581779718399, -1.7915058135986328, 0.31858527660369873, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]","[0.0, -1.0, 0.002161764932025861, 0.0, 0.0]",,,,"[0.49277636408805847, 0.007424515206366777]","[0.9377292394638062, -0.5403594374656677]","[2.2180865, 0.4751434, 0.32121205, 1.9912351, 2.0921807, 2.3334825, 0.90322894, 1.8472724, 1.8196125]","[2.6561275, -2.9095032, 2.871432, 2.8114986, 3.0021179, 2.5561297, -3.1392527, -3.0512514, 2.9656014]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.2609075903892517, -0.6115208268165588, 0.005611157510429621, -0.4778909385204315]"
5,12,agent_3,3508,non-active,"[0.2609075903892517, -0.6115208268165588, -0.9020099639892578, -0.7070176005363464, -0.12206505239009857, 1.201661229133606, 1.3773354291915894, 0.05736972391605377, 1.530178189277649, 0.2523851990699768, -0.04399290308356285, 0.8120810389518738, -0.2321246862411499, 0.4575192928314209, -0.10511664301156998, 1.456106424331665, 0.9365127682685852, 0.16454453766345978, 1.839739203453064, 0.1666581779718399, 0.04823341593146324, 0.48524343967437744, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.005611157510429621, -0.4778909385204315]","[0.0, -1.0, -0.0015024722624620325, 0.0, 0.0]",,,,"[0.2609075903892517, -0.6115208268165588]","[-0.9020099639892578, -0.7070176005363464]","[1.207845, 1.3785297, 1.5508525, 0.81327176, 0.51303583, 1.4598957, 0.9508581, 1.8472724, 0.48763475]","[1.6720294, 0.041628614, 0.16346669, 1.6249164, 2.0403106, 1.6428615, 0.17392398, 0.09034135, 1.4717214]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.005611157510429621, -0.4778909385204315]"
5,12,agent_4,3508,non-active,"[0.005611157510429621, -0.4778909385204315, -0.8537765741348267, -0.221774160861969, -0.1702984720468521, 0.7164177894592285, 1.3291020393371582, -0.42787373065948486, 1.4819446802139282, -0.23285824060440063, -0.09222631901502609, 0.32683759927749634, -0.28035810589790344, -0.02772415801882744, -0.15335005521774292, 0.9708630442619324, 0.888279378414154, -0.32069891691207886, 1.7915058135986328, -0.31858527660369873, -0.04823341593146324, -0.48524343967437744, -0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588]","[0.0, -1.0, 0.002165207221084699, 0.0, 0.0]",0.0,False,False,"[0.005611157510429621, -0.4778909385204315]","[-0.8537765741348267, -0.221774160861969]","[0.7363804, 1.3962766, 1.5001277, 0.33960053, 0.2817256, 0.9828994, 0.9443983, 1.8196125, 0.48763475]","[1.8041734, -0.3114499, -0.15585583, 1.8458234, -3.0430248, 1.7274543, -0.3464705, -0.17599122, -1.6698713]",[],[],"[-0.19486872851848602, 0.45182374119758606, 0.12011870741844177, 0.0, 0.49277636408805847, 0.007424515206366777, 0.2609075903892517, -0.6115208268165588]"
5,13,adversary_0,3508,active,"[-0.08855975419282913, 0.2912741005420685, -1.0398707389831543, 0.4934801757335663, 1.5618840456008911, -1.1470072269439697, 1.7136404514312744, -1.0371097326278687, 0.09843505918979645, -0.4188269078731537, -0.08681612461805344, -0.7600173950195312, 0.01325723435729742, 0.30079108476638794, 1.0863853693008423, -1.0359532833099365, 2.0268776416778564, -1.0330971479415894, 0.16395151615142822, -1.2616498470306396, 0.18665528297424316, -0.7630434036254883, -0.03169947490096092, 0.33886778354644775, 0.09008903056383133, 0.0, 0.37044697999954224, 0.005568386521190405, 0.19568069279193878, -0.4586406350135803, 0.005074451211839914, -0.35841822624206543]","[0.0, 0.0, 0.06604781560599804, 0.0, 1.0]",,,,"[-0.08855975419282913, 0.2912741005420685]","[-1.0398707389831543, 0.4934801757335663]","[1.93781, 2.0030377, 0.4302388, 0.7649598, 0.3010831, 1.5011437, 2.2749774, 1.272258, 0.7855415]","[-0.6334253, -0.5442405, -1.3399601, -1.6845324, 1.5267502, -0.76164013, -0.47137654, -1.4415704, -1.330888]",[],[],"[-0.03169947490096092, 0.33886778354644775, 0.09008903056383133, 0.0, 0.37044697999954224, 0.005568386521190405, 0.19568069279193878, -0.4586406350135803, 0.005074451211839914, -0.35841822624206543]"
5,13,adversary_1,3508,active,"[0.6501592993736267, 0.07441167533397675, 0.5220133662223816, -0.653527021408081, -1.5618840456008911, 1.1470072269439697, 0.1517564356327057, 0.10989745706319809, -1.4634490013122559, 0.7281802892684937, -1.64870023727417, 0.3869897723197937, -1.5486267805099487, 1.447798252105713, -0.47549864649772644, 0.1110539510846138, 0.46499353647232056, 0.11391003429889679, -1.397932529449463, -0.1146426722407341, -1.375228762626648, 0.38396376371383667, -0.03169947490096092, 0.33886778354644775, 0.09008903056383133, 0.0, 0.37044697999954224, 0.005568386521190405, 0.19568069279193878, -0.4586406350135803, 0.005074451211839914, -0.35841822624206543]","[0.0, 0.0, 1.0, 0.0, 0.3569037616252899]",,,,"[0.6501592993736267, 0.07441167533397675]","[0.5220133662223816, -0.653527021408081]","[1.93781, 0.18736987, 1.6346037, 1.6935092, 2.1199918, 0.48829493, 0.47874263, 1.4026256, 1.4278244]","[2.5081673, 0.62676376, 2.6798844, 2.9110422, 2.3898315, 2.9121528, 0.2402401, -3.059767, 2.869326]",[],[],"[-0.03169947490096092, 0.33886778354644775, 0.09008903056383133, 0.0, 0.37044697999954224, 0.005568386521190405, 0.19568069279193878, -0.4586406350135803, 0.005074451211839914, -0.35841822624206543]"
