game,round,agent,seed,agent_type,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities
5,22,agent_4,3508,non-active,"[-0.8130121827125549, -0.0028268853202462196, -0.9861447215080261, -0.4479464590549469, 0.08601635694503784, 1.546460509300232, 2.2100400924682617, 0.03126104921102524, 2.271151065826416, 0.01140634436160326, 0.35327067971229553, -0.10698363184928894, 0.2518779933452606, -0.5292059779167175, 0.21863192319869995, 1.3637487888336182, 1.078861951828003, -0.09452660381793976, 2.1657660007476807, -0.17106550931930542, 0.18262076377868652, -0.4899047315120697, 0.48286983370780945, -0.03600408509373665, 0.04814045876264572, 0.0, -0.1703360676765442, -1.1869498491287231, -0.35453808307647705, -0.4979921281337738]","[0.0, -1.0, -0.6470755320900873, 0.0, 0.0]",-1.1444130807224806,False,False,"[-0.8130121827125549, -0.0028268853202462196]","[-0.9861447215080261, -0.4479464590549469]","[1.5488508, 2.210261, 2.2711797, 0.3691147, 0.58609, 1.3811628, 1.082995, 2.1725113, 0.5228355]","[1.5152321, 0.014144074, 0.0050222273, -0.294058, -1.1265695, 1.4118321, -0.0873938, -0.078822516, -1.213984]",[],[],"[0.48286983370780945, -0.03600408509373665, 0.04814045876264572, 0.0, -0.1703360676765442, -1.1869498491287231, -0.35453808307647705, -0.4979921281337738]"
5,23,adversary_0,3508,active,"[0.6948016285896301, -0.36322021484375, -0.8427322506904602, 1.0900846719741821, 2.036729574203491, -1.4226852655410767, 2.173203945159912, -1.5085868835449219, 0.24261443316936493, -1.6599305868148804, 0.14004716277122498, -2.1223654747009277, 0.12350642681121826, -0.17788276076316833, 0.9402634501457214, -1.63255774974823, 2.005319833755493, -1.8277915716171265, 0.0037544742226600647, -2.077735185623169, -0.22471369802951813, -1.538313865661621, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, 0.0, 0.8554848432540894, 1.0, 0.0]",,,,"[0.6948016285896301, -0.36322021484375]","[-0.8427322506904602, 1.0900846719741821]","[2.4844115, 2.6454961, 1.6775671, 2.126981, 0.2165551, 1.8839693, 2.7133243, 2.0777388, 1.55464]","[-0.60972834, -0.6068068, -1.4256645, -1.5049055, -0.963897, -1.0482521, -0.73911685, -1.5689893, -1.7158483]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,adversary_1,3508,active,"[-0.8856454491615295, 0.46436208486557007, 1.1939972639083862, -0.33260056376457214, -2.036729574203491, 1.4226852655410767, 0.13647429645061493, -0.08590161055326462, -1.7941150665283203, -0.2372453510761261, -1.8966823816299438, -0.6996801495552063, -1.913223147392273, 1.244802474975586, -1.096466064453125, -0.20987249910831451, -0.03140974044799805, -0.40510639548301697, -2.0329749584198, -0.6550498604774475, -2.2614431381225586, -0.11562857776880264, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, 0.11595382913947105, 0.0, 1.0, 0.0]",,,,"[-0.8856454491615295, 0.46436208486557007]","[1.1939972639083862, -0.33260056376457214]","[2.4844115, 0.16125855, 1.8097333, 2.0216222, 2.282533, 1.116371, 0.40632224, 2.135902, 2.2643974]","[2.5318644, -0.5617819, -3.0101202, -2.7881835, 2.564774, -2.952472, -1.6481761, -2.829884, -3.0905068]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,adversary_2,3508,active,"[0.908041775226593, -0.4188796281814575, 1.3304716348648071, -0.41850218176841736, -2.173203945159912, 1.5085868835449219, -0.13647429645061493, 0.08590161055326462, -1.9305894374847412, -0.15134374797344208, -2.033156633377075, -0.6137785911560059, -2.0496973991394043, 1.3307040929794312, -1.232940435409546, -0.1239708885550499, -0.16788403689861298, -0.31920477747917175, -2.1694493293762207, -0.5691482424736023, -2.3979175090789795, -0.029726970940828323, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, 0.6982338130474091, 0.0, 1.0, 0.0]",,,,"[0.908041775226593, -0.4188796281814575]","[1.3304716348648071, -0.41850218176841736]","[2.6454961, 0.16125855, 1.9365125, 2.1237822, 2.4437742, 1.2391573, 0.36066154, 2.2428644, 2.3981018]","[2.5347857, 2.5798109, -3.0633602, -2.8484077, 2.565766, -3.0413804, -2.0549834, -2.8850276, -3.1291964]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,adversary_3,3508,active,"[-0.05432813987135887, 0.01855854131281376, -0.6001178026199341, -0.5698459148406982, -0.24261443316936493, 1.6599305868148804, 1.7941150665283203, 0.2372453510761261, 1.9305894374847412, 0.15134374797344208, -0.10256727039813995, -0.4624348282814026, -0.11910801380872726, 1.4820477962493896, 0.6976490020751953, 0.027372855693101883, 1.7627053260803223, -0.16786102950572968, -0.23885996639728546, -0.417804479598999, -0.46732813119888306, 0.12161677330732346, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, 1.0, 0.0, 0.0, 0.3777749687433243]",,,,"[-0.05432813987135887, 0.01855854131281376]","[-0.6001178026199341, -0.5698459148406982]","[1.6775671, 1.8097333, 1.9365125, 0.4736729, 1.4868263, 0.6981858, 1.77068, 0.4812636, 0.4828936]","[1.7159281, 0.13147253, 0.07823252, -1.7890613, 1.6509912, 0.039215714, -0.094942905, -2.0901492, 2.8870013]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,adversary_4,3508,active,"[0.3314439356327057, -0.41528138518333435, -0.7026851177215576, -1.0322808027267456, -0.14004716277122498, 2.1223654747009277, 1.8966823816299438, 0.6996801495552063, 2.033156633377075, 0.6137785911560059, 0.10256727039813995, 0.4624348282814026, -0.01654074341058731, 1.944482684135437, 0.8002163171768188, 0.489807665348053, 1.8652726411819458, 0.2945737838745117, -0.1362926959991455, 0.04463033005595207, -0.3647608757019043, 0.5840516090393066, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, 1.0, 0.0, 0.0, 0.466799721121788]",,,,"[0.3314439356327057, -0.41528138518333435]","[-0.7026851177215576, -1.0322808027267456]","[2.126981, 2.0216222, 2.1237822, 0.4736729, 1.9445531, 0.9382205, 1.8883897, 0.14341396, 0.6885977]","[1.6366872, 0.35340926, 0.29318485, 1.3525314, 1.5793027, 0.5492648, 0.15663172, 2.8251379, 2.1290615]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,agent_0,3508,non-active,"[0.3880324959754944, -0.027003062888979912, -0.7192258238792419, 0.9122018814086914, -0.12350642681121826, 0.17788276076316833, 1.913223147392273, -1.244802474975586, 2.0496973991394043, -1.3307040929794312, 0.11910801380872726, -1.4820477962493896, 0.01654074341058731, -1.944482684135437, 0.8167570233345032, -1.4546749591827393, 1.881813406944275, -1.6499089002609253, -0.1197519525885582, -1.8998522758483887, -0.3482201099395752, -1.3604310750961304, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, -1.0, 0.16697928425715589, 0.0, 0.0]",,,,"[0.3880324959754944, -0.027003062888979912]","[-0.7192258238792419, 0.9122018814086914]","[0.2165551, 2.282533, 2.4437742, 1.4868263, 1.9445531, 1.6682839, 2.5026827, 1.9036226, 1.4042898]","[2.1776958, -0.5768187, -0.5758265, -1.4906015, -1.5622901, -1.0591893, -0.71982896, -1.6337453, -1.8213794]",[],[],"[0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,agent_1,3508,non-active,"[0.03610534220933914, 0.0, 0.09753120690584183, -0.5424730777740479, -0.9402634501457214, 1.63255774974823, 1.096466064453125, 0.20987249910831451, 1.232940435409546, 0.1239708885550499, -0.6976490020751953, -0.027372855693101883, -0.8002163171768188, -0.489807665348053, -0.8167570233345032, 1.4546749591827393, 1.065056324005127, -0.19523389637470245, -0.9365090131759644, -0.4451773464679718, -1.1649771928787231, 0.09424392133951187, 0.3880324959754944, -0.027003062888979912, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, -1.0, -0.4859752476374831, 0.0, 0.0]",,,,"[0.03610534220933914, 0.0]","[0.09753120690584183, -0.5424730777740479]","[1.8839693, 1.116371, 1.2391573, 0.6981858, 0.9382205, 1.6682839, 1.0828024, 1.0369339, 1.1687831]","[2.0933404, 0.18912064, 0.100212164, -3.102377, -2.5923278, 2.0824034, -0.18129575, -2.6978521, 3.060871]",[],[],"[0.3880324959754944, -0.027003062888979912, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,agent_2,3508,non-active,"[-0.12775205075740814, -0.89021235704422, 1.1625875234603882, -0.7377069592475891, -2.005319833755493, 1.8277915716171265, 0.03140974044799805, 0.40510639548301697, 0.16788403689861298, 0.31920477747917175, -1.7627053260803223, 0.16786102950572968, -1.8652726411819458, -0.2945737838745117, -1.881813406944275, 1.6499089002609253, -1.065056324005127, 0.19523389637470245, -2.0015652179718018, -0.24994346499443054, -2.2300333976745605, 0.28947779536247253, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]","[0.0, -1.0, -0.4859752476374831, 0.0, 0.0]",,,,"[-0.12775205075740814, -0.89021235704422]","[1.1625875234603882, -0.7377069592475891]","[2.7133243, 0.40632224, 0.36066154, 1.77068, 1.8883897, 2.5026827, 1.0828024, 2.0171106, 2.2487433]","[2.4024758, 1.4934165, 1.0866092, 3.0466497, -2.984961, 2.4217637, 2.9602969, -3.0173616, 3.0125058]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.6604851484298706, -0.14958171546459198, -0.6097591519355774, -0.0021201639901846647]"
5,23,agent_3,3508,non-active,"[-0.6604851484298706, -0.14958171546459198, -0.8389778137207031, -0.9876503944396973, -0.0037544742226600647, 2.077735185623169, 2.0329749584198, 0.6550498604774475, 2.1694493293762207, 0.5691482424736023, 0.23885996639728546, 0.417804479598999, 0.1362926959991455, -0.04463033005595207, 0.1197519525885582, 1.8998522758483887, 0.9365090131759644, 0.4451773464679718, 2.0015652179718018, 0.24994346499443054, -0.2284681648015976, 0.5394212603569031, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6097591519355774, -0.0021201639901846647]","[0.0, -1.0, -0.5447159451006849, 0.0, 0.0]",,,,"[-0.6604851484298706, -0.14958171546459198]","[-0.8389778137207031, -0.9876503944396973]","[2.0777388, 2.135902, 2.2428644, 0.4812636, 0.14341396, 1.9036226, 1.0369339, 2.0171106, 0.5858097]","[1.5726033, 0.3117086, 0.25656506, 1.0514436, -0.3164545, 1.5078474, 0.44374064, 0.12423095, 1.9714323]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6097591519355774, -0.0021201639901846647]"
5,23,agent_4,3508,non-active,"[-0.6097591519355774, -0.0021201639901846647, -1.067445993423462, -0.4482291638851166, 0.22471369802951813, 1.538313865661621, 2.2614431381225586, 0.11562857776880264, 2.3979175090789795, 0.029726970940828323, 0.46732813119888306, -0.12161677330732346, 0.3647608757019043, -0.5840516090393066, 0.3482201099395752, 1.3604310750961304, 1.1649771928787231, -0.09424392133951187, 2.2300333976745605, -0.28947779536247253, 0.2284681648015976, -0.5394212603569031, 0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198]","[0.0, -1.0, -0.6355877275087594, 0.0, 0.0]",-1.2928430939526485,False,False,"[-0.6097591519355774, -0.0021201639901846647]","[-1.067445993423462, -0.4482291638851166]","[1.55464, 2.2643974, 2.3981018, 0.4828936, 0.6885977, 1.4042898, 1.1687831, 2.2487433, 0.5858097]","[1.4257443, 0.05108595, 0.0123963645, -0.2545914, -1.0125313, 1.3202133, -0.08072186, -0.12908691, -1.1701603]",[],[],"[0.3880324959754944, -0.027003062888979912, 0.03610534220933914, 0.0, -0.12775205075740814, -0.89021235704422, -0.6604851484298706, -0.14958171546459198]"
5,24,adversary_0,3508,active,"[0.7777466773986816, -0.5724151730537415, -0.7732521295547485, 1.053762674331665, 1.8786848783493042, -1.3399269580841064, 2.1945278644561768, -1.5141527652740479, 0.16770146787166595, -1.6217527389526367, 0.10371140390634537, -2.1275715827941895, 0.09282951056957245, -0.14426104724407196, 0.8743938207626343, -1.596235752105713, 1.9230644702911377, -1.880490779876709, -0.1317742019891739, -2.0563712120056152, -0.35516977310180664, -1.5022038221359253, 0.35781607031822205, -0.020252296701073647, 0.027079006657004356, 0.0, -0.09581403434276581, -0.6676592826843262, -0.49536386132240295, -0.11218629032373428, -0.45731934905052185, -0.0015901230508461595]","[0.0, 0.0, 0.8116948306560516, 1.0, 0.0]",,,,"[0.7777466773986816, -0.5724151730537415]","[-0.7732521295547485, 1.053762674331665]","[2.307566, 2.6661978, 1.6304005, 2.1300979, 0.17154756, 1.8200365, 2.6896882, 2.060589, 1.5436198]","[-0.6195474, -0.60396093, -1.467755, -1.5220885, -0.9990162, -1.0696554, -0.7742055, -1.6347897, -1.8029654]",[],[],"[0.35781607031822205, -0.020252296701073647, 0.027079006657004356, 0.0, -0.09581403434276581, -0.6676592826843262, -0.49536386132240295, -0.11218629032373428, -0.45731934905052185, -0.0015901230508461595]"
