game,number_of_game_type,game_type,round,agent,seed,observation,action,reward,termination,truncation,self_vel,self_pos,angles_to_pursuers,angles_to_evaders,velocities_of_evaders,velocities_of_pursuers,distances_to_landmarks,angles_to_landmarks,other_agent_velocities,distances_to_evaders,distances_to_pursuers,value_function,interception_point,is_evader_capture
2,1,Pursuers: 3 vs Evaders: 2,1,adversary_1,9566,"[0.0, 0.0, -0.715394139289856, 0.7305058836936951, 1.120432734489441, -0.35520175099372864, 0.581628143787384, -0.28756099939346313, 1.3374019861221313, -0.47832009196281433, 1.6963715553283691, -0.5337408185005188, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, -0.45019697220442795, 0.0, 0.0]",,,,[0. 0.],[-0.71539414  0.7305059 ],"[-0.30699918, 0.0, -0.4591632]","[-0.34347248, -0.3048303]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[1.1753883, 0.6488317, 1.420364]","[-0.30699918, -0.4591632, -0.34347248]",[0. 0. 0. 0.],"[1.420364, 1.7783576]","[1.1753883, 0.0, 0.64883167]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,1,adversary_2,9566,"[0.0, 0.0, -0.1337660253047943, 0.4429449141025543, 0.5388046503067017, -0.0676407665014267, -0.581628143787384, 0.28756099939346313, 0.7557739019393921, -0.1907591074705124, 1.1147434711456299, -0.24617983400821686, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, -0.32346599271213383, 0.0, 0.0]",,,,[0. 0.],[-0.13376603  0.4429449 ],"[-0.124885276, 2.6824296, 0.0]","[-0.24723843, -0.2173513]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.54303384, 0.6488317, 0.7794762]","[-0.124885224, 2.6824293, -0.2472384]",[0. 0. 0. 0.],"[0.7794762, 1.1416031]","[0.54303384, 0.64883167, 0.0]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,1,agent_0,9566,"[0.0, 0.0, 0.6220078468322754, 0.25218579173088074, -0.21696925163269043, 0.1231183335185051, -1.3374019861221313, 0.47832009196281433, -0.7557739019393921, 0.1907591074705124, 0.3589695990085602, -0.055420733988285065, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[0. 0.],[0.62200785 0.2521858 ],"[2.625454, 2.7981203, 2.894354]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.24946699, 1.420364, 0.7794762]","[2.625454, 2.7981203, 2.8943543]",[0. 0.],[],"[0.24946697, 1.420364, 0.7794762]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
2,1,Pursuers: 3 vs Evaders: 2,1,agent_1,9566,"[0.0, 0.0, 0.980977475643158, 0.19676506519317627, -0.5759388208389282, 0.17853906750679016, -1.6963715553283691, 0.5337408185005188, -1.1147434711456299, 0.24617983400821686, -0.3589695990085602, 0.055420733988285065, 0.0, 0.0]","[0.0, 1.0, -0.6770899958621188, 0.0, 0.0]",-0.8097746456404609,False,False,[0. 0.],[0.9809775  0.19676507],"[2.84099, 2.8367624, 2.9242413]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.6029774, 1.7783576, 1.141603]","[2.84099, 2.8367624, 2.9242413]",[0. 0.],[],"[0.6029774, 1.7783576, 1.1416031]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",[nan nan],[]
2,1,Pursuers: 3 vs Evaders: 2,2,adversary_0,9566,"[-0.30000001192092896, 0.0, 0.40503862500190735, 0.37530413269996643, -1.120432734489441, 0.35520175099372864, -0.5388046503067017, 0.0676407665014267, 0.21696925163269043, -0.1231183335185051, 0.5759388208389282, -0.17853906750679016, 0.0, -0.0, -0.4000000059604645, -0.0]","[0.0, 1.0, -0.4441436715994691, 0.0, 0.0]",,,,[-0.3  0. ],[0.40503863 0.37530413],"[0.0, 2.8345935, 3.0167074]","[-0.5161388, -0.30060256]","[array([ 0., -0.], dtype=float32), array([-0.4, -0. ], dtype=float32)]","[array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32)]","[1.1753883, 0.54303384, 0.24946699]","[2.8345935, 3.0167074, -0.5161388]",[ 0.  -0.  -0.4 -0. ],"[0.24946697, 0.6029774]","[0.0, 1.1753883, 0.54303384]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,2,adversary_1,9566,"[-0.30000001192092896, 0.0, -0.715394139289856, 0.7305058836936951, 1.120432734489441, -0.35520175099372864, 0.581628143787384, -0.28756099939346313, 1.3374019861221313, -0.47832009196281433, 1.6963715553283691, -0.5337408185005188, 0.0, -0.0, -0.4000000059604645, -0.0]","[0.0, 1.0, -0.45019697220442795, 0.0, 0.0]",,,,[-0.3  0. ],[-0.71539414  0.7305059 ],"[-0.30699918, 0.0, -0.4591632]","[-0.34347248, -0.3048303]","[array([ 0., -0.], dtype=float32), array([-0.4, -0. ], dtype=float32)]","[array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32)]","[1.1753883, 0.6488317, 1.420364]","[-0.30699918, -0.4591632, -0.34347248]",[ 0.  -0.  -0.4 -0. ],"[1.420364, 1.7783576]","[1.1753883, 0.0, 0.64883167]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,2,adversary_2,9566,"[-0.30000001192092896, 0.0, -0.1337660253047943, 0.4429449141025543, 0.5388046503067017, -0.0676407665014267, -0.581628143787384, 0.28756099939346313, 0.7557739019393921, -0.1907591074705124, 1.1147434711456299, -0.24617983400821686, 0.0, -0.0, -0.4000000059604645, -0.0]","[0.0, 1.0, -0.32346599271213383, 0.0, 0.0]",,,,[-0.3  0. ],[-0.13376603  0.4429449 ],"[-0.124885276, 2.6824296, 0.0]","[-0.24723843, -0.2173513]","[array([ 0., -0.], dtype=float32), array([-0.4, -0. ], dtype=float32)]","[array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32)]","[0.54303384, 0.6488317, 0.7794762]","[-0.124885224, 2.6824293, -0.2472384]",[ 0.  -0.  -0.4 -0. ],"[0.7794762, 1.1416031]","[0.54303384, 0.64883167, 0.0]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,2,agent_0,9566,"[0.0, -0.0, 0.6220078468322754, 0.25218579173088074, -0.21696925163269043, 0.1231183335185051, -1.3374019861221313, 0.47832009196281433, -0.7557739019393921, 0.1907591074705124, 0.3589695990085602, -0.055420733988285065, -0.4000000059604645, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0. -0.],[0.62200785 0.2521858 ],"[2.625454, 2.7981203, 2.894354]",[],[],"[array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32)]","[0.24946699, 1.420364, 0.7794762]","[2.625454, 2.7981203, 2.8943543]",[-0.4 -0. ],[],"[0.24946697, 1.420364, 0.7794762]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
2,1,Pursuers: 3 vs Evaders: 2,2,agent_1,9566,"[-0.4000000059604645, -0.0, 0.980977475643158, 0.19676506519317627, -0.5759388208389282, 0.17853906750679016, -1.6963715553283691, 0.5337408185005188, -1.1147434711456299, 0.24617983400821686, -0.3589695990085602, 0.055420733988285065, 0.0, -0.0]","[0.0, 1.0, -0.6770899958621188, 0.0, 0.0]",-0.4097746456404605,False,False,[-0.4 -0. ],[0.9809775  0.19676507],"[2.84099, 2.8367624, 2.9242413]",[],[],"[array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32), array([-0.3,  0. ], dtype=float32)]","[0.6029774, 1.7783576, 1.141603]","[2.84099, 2.8367624, 2.9242413]",[ 0. -0.],[],"[0.6029774, 1.7783576, 1.1416031]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",[nan nan],[]
2,1,Pursuers: 3 vs Evaders: 2,3,adversary_0,9566,"[-0.5249999761581421, 0.0, 0.37503862380981445, 0.37530413269996643, -1.120432734489441, 0.35520175099372864, -0.5388046503067017, 0.0676407665014267, 0.24696925282478333, -0.1231183335185051, 0.5659388303756714, -0.17853906750679016, 0.0, -0.0, -0.699999988079071, -0.0]","[0.0, 1.0, -0.4512868558326091, 0.0, 0.0]",,,,[-0.525  0.   ],[0.37503862 0.37530413],"[0.0, 2.8345935, 3.0167074]","[-0.46246046, -0.3055921]","[array([ 0., -0.], dtype=float32), array([-0.7, -0. ], dtype=float32)]","[array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32)]","[1.1753883, 0.54303384, 0.2759564]","[2.8345935, 3.0167074, -0.46246046]",[ 0.  -0.  -0.7 -0. ],"[0.2759564, 0.5934332]","[0.0, 1.1753885, 0.54303384]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,3,adversary_1,9566,"[-0.5249999761581421, 0.0, -0.7453941702842712, 0.7305058836936951, 1.120432734489441, -0.35520175099372864, 0.581628143787384, -0.28756099939346313, 1.3674020767211914, -0.47832009196281433, 1.6863715648651123, -0.5337408185005188, 0.0, -0.0, -0.699999988079071, -0.0]","[0.0, 1.0, -0.4526241643693464, 0.0, 0.0]",,,,[-0.525  0.   ],[-0.7453942  0.7305059],"[-0.30699915, 0.0, -0.45916313]","[-0.33649847, -0.3065271]","[array([ 0., -0.], dtype=float32), array([-0.7, -0. ], dtype=float32)]","[array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32)]","[1.1753883, 0.6488317, 1.4486471]","[-0.30699918, -0.4591632, -0.33649847]",[ 0.  -0.  -0.7 -0. ],"[1.4486471, 1.7688211]","[1.1753885, 0.0, 0.6488317]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,3,adversary_2,9566,"[-0.5249999761581421, 0.0, -0.1637660264968872, 0.4429449141025543, 0.5388046503067017, -0.0676407665014267, -0.581628143787384, 0.28756099939346313, 0.7857738733291626, -0.1907591074705124, 1.104743480682373, -0.24617983400821686, 0.0, -0.0, -0.699999988079071, -0.0]","[0.0, 1.0, -0.32625604768938754, 0.0, 0.0]",,,,[-0.525  0.   ],[-0.16376603  0.4429449 ],"[-0.124885276, 2.6824296, 0.0]","[-0.23815861, -0.21925655]","[array([ 0., -0.], dtype=float32), array([-0.7, -0. ], dtype=float32)]","[array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32)]","[0.54303384, 0.6488317, 0.8085973]","[-0.124885224, 2.6824296, -0.23815858]",[ 0.  -0.  -0.7 -0. ],"[0.8085973, 1.1318405]","[0.54303384, 0.6488317, 0.0]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,3,agent_0,9566,"[0.0, -0.0, 0.6220078468322754, 0.25218579173088074, -0.24696925282478333, 0.1231183335185051, -1.3674020767211914, 0.47832009196281433, -0.7857738733291626, 0.1907591074705124, 0.31896957755088806, -0.055420733988285065, -0.699999988079071, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0. -0.],[0.62200785 0.2521858 ],"[2.6791322, 2.8050942, 2.903434]",[],[],"[array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32)]","[0.2759564, 1.4486471, 0.8085973]","[2.6791322, 2.8050942, 2.903434]",[-0.7 -0. ],[],"[0.2759564, 1.4486471, 0.8085973]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
2,1,Pursuers: 3 vs Evaders: 2,3,agent_1,9566,"[-0.699999988079071, -0.0, 0.9409774541854858, 0.19676506519317627, -0.5659388303756714, 0.17853906750679016, -1.6863715648651123, 0.5337408185005188, -1.104743480682373, 0.24617983400821686, -0.31896957755088806, 0.055420733988285065, 0.0, -0.0]","[0.0, 1.0, -0.6839792968729086, 0.0, 0.0]",0.0,False,False,[-0.7 -0. ],[0.94097745 0.19676507],"[2.8360004, 2.8350656, 2.922336]",[],[],"[array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32), array([-0.525,  0.   ], dtype=float32)]","[0.5934332, 1.7688211, 1.1318403]","[2.8360004, 2.8350656, 2.922336]",[ 0. -0.],[],"[0.5934332, 1.7688211, 1.1318405]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",[0.95097746 0.19676507],[]
2,1,Pursuers: 3 vs Evaders: 2,4,adversary_0,9566,"[-0.6937500238418579, 0.0, 0.3225386142730713, 0.37530413269996643, -1.120432734489441, 0.35520175099372864, -0.5388046503067017, 0.0676407665014267, 0.2994692623615265, -0.1231183335185051, 0.5484388470649719, -0.17853906750679016, 0.0, -0.0, -0.925000011920929, -0.0]","[0.0, 1.0, -0.46432635729769556, 0.0, 0.0]",,,,[-0.69375  0.     ],[0.3225386  0.37530413],"[0.0, 2.8345935, 3.0167074]","[-0.39005724, -0.3147207]","[array([ 0., -0.], dtype=float32), array([-0.925, -0.   ], dtype=float32)]","[array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32)]","[1.1753883, 0.54303384, 0.32379]","[2.8345935, 3.0167074, -0.39005724]",[ 0.    -0.    -0.925 -0.   ],"[0.32378995, 0.57676804]","[0.0, 1.1753883, 0.54303384]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,4,adversary_1,9566,"[-0.6937500238418579, 0.0, -0.7978941202163696, 0.7305058836936951, 1.120432734489441, -0.35520175099372864, 0.581628143787384, -0.28756099939346313, 1.419901967048645, -0.47832009196281433, 1.6688716411590576, -0.5337408185005188, 0.0, -0.0, -0.925000011920929, -0.0]","[0.0, 1.0, -0.45693209800381096, 0.0, 0.0]",,,,[-0.69375  0.     ],[-0.7978941  0.7305059],"[-0.30699918, 0.0, -0.4591632]","[-0.32492873, -0.3095409]","[array([ 0., -0.], dtype=float32), array([-0.925, -0.   ], dtype=float32)]","[array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32)]","[1.1753883, 0.6488317, 1.4983029]","[-0.30699918, -0.4591632, -0.32492873]",[ 0.    -0.    -0.925 -0.   ],"[1.4983029, 1.7521449]","[1.1753883, 0.0, 0.64883167]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,4,adversary_2,9566,"[-0.6937500238418579, 0.0, -0.21626602113246918, 0.4429449141025543, 0.5388046503067017, -0.0676407665014267, -0.581628143787384, 0.28756099939346313, 0.8382738828659058, -0.1907591074705124, 1.0872434377670288, -0.24617983400821686, 0.0, -0.0, -0.925000011920929, -0.0]","[0.0, 1.0, -0.3312532153695304, 0.0, 0.0]",,,,[-0.69375  0.     ],[-0.21626602  0.4429449 ],"[-0.124885276, 2.6824296, 0.0]","[-0.22375147, -0.22267102]","[array([ 0., -0.], dtype=float32), array([-0.925, -0.   ], dtype=float32)]","[array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32)]","[0.54303384, 0.6488317, 0.8597047]","[-0.124885224, 2.6824296, -0.22375144]",[ 0.    -0.    -0.925 -0.   ],"[0.8597047, 1.1147659]","[0.54303384, 0.64883167, 0.0]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,4,agent_0,9566,"[0.0, -0.0, 0.6220078468322754, 0.25218579173088074, -0.2994692623615265, 0.1231183335185051, -1.419901967048645, 0.47832009196281433, -0.8382738828659058, 0.1907591074705124, 0.24896958470344543, -0.055420733988285065, -0.925000011920929, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0. -0.],[0.62200785 0.2521858 ],"[2.7515354, 2.816664, 2.9178412]",[],[],"[array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32)]","[0.32379, 1.4983029, 0.8597047]","[2.7515354, 2.816664, 2.9178412]",[-0.925 -0.   ],[],"[0.32378995, 1.4983029, 0.8597047]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
2,1,Pursuers: 3 vs Evaders: 2,4,agent_1,9566,"[-0.925000011920929, -0.0, 0.8709774613380432, 0.19676506519317627, -0.5484388470649719, 0.17853906750679016, -1.6688716411590576, 0.5337408185005188, -1.0872434377670288, 0.24617983400821686, -0.24896958470344543, 0.055420733988285065, 0.0, -0.0]","[0.0, 1.0, -0.6964394717534508, 0.0, 0.0]",0.0,False,False,[-0.925 -0.   ],[0.87097746 0.19676507],"[2.8268719, 2.8320518, 2.9189217]",[],[],"[array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32), array([-0.69375,  0.     ], dtype=float32)]","[0.57676804, 1.7521449, 1.1147658]","[2.8268719, 2.8320518, 2.9189217]",[ 0. -0.],[],"[0.57676804, 1.7521449, 1.1147659]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",[0.89847746 0.19676507],[]
2,1,Pursuers: 3 vs Evaders: 2,5,adversary_0,9566,"[-0.8203125, 0.0, 0.2531636357307434, 0.37530413269996643, -1.120432734489441, 0.35520175099372864, -0.5388046503067017, 0.0676407665014267, 0.36884424090385437, -0.1231183335185051, 0.5253138542175293, -0.17853906750679016, 0.0, -0.0, -1.09375, -0.0]","[0.0, 1.0, -0.4826901701740181, 0.0, 0.0]",,,,[-0.8203125  0.       ],[0.25316364 0.37530413],"[0.0, 2.8345935, 3.0167074]","[-0.32216597, -0.32762307]","[array([ 0., -0.], dtype=float32), array([-1.09375, -0.     ], dtype=float32)]","[array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32)]","[1.1753883, 0.54303384, 0.38884985]","[2.8345935, 3.0167074, -0.32216597]",[ 0.      -0.      -1.09375 -0.     ],"[0.38884982, 0.55482507]","[0.0, 1.1753885, 0.54303384]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,5,adversary_1,9566,"[-0.8203125, 0.0, -0.8672691583633423, 0.7305058836936951, 1.120432734489441, -0.35520175099372864, 0.581628143787384, -0.28756099939346313, 1.4892770051956177, -0.47832009196281433, 1.6457465887069702, -0.5337408185005188, 0.0, -0.0, -1.09375, -0.0]","[0.0, 1.0, -0.46274539670595705, 0.0, 0.0]",,,,[-0.8203125  0.       ],[-0.86726916  0.7305059 ],"[-0.30699915, 0.0, -0.45916313]","[-0.31076938, -0.31361246]","[array([ 0., -0.], dtype=float32), array([-1.09375, -0.     ], dtype=float32)]","[array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32)]","[1.1753883, 0.6488317, 1.5642046]","[-0.30699918, -0.4591632, -0.31076938]",[ 0.      -0.      -1.09375 -0.     ],"[1.5642046, 1.7301334]","[1.1753885, 0.0, 0.6488317]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,5,adversary_2,9566,"[-0.8203125, 0.0, -0.28564101457595825, 0.4429449141025543, 0.5388046503067017, -0.0676407665014267, -0.581628143787384, 0.28756099939346313, 0.9076489210128784, -0.1907591074705124, 1.064118504524231, -0.24617983400821686, 0.0, -0.0, -1.09375, -0.0]","[0.0, 1.0, -0.33808986022436627, 0.0, 0.0]",,,,[-0.8203125  0.       ],[-0.285641   0.4429449],"[-0.124885276, 2.6824296, 0.0]","[-0.20715348, -0.22734664]","[array([ 0., -0.], dtype=float32), array([-1.09375, -0.     ], dtype=float32)]","[array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32)]","[0.54303384, 0.6488317, 0.9274781]","[-0.124885224, 2.6824296, -0.20715344]",[ 0.      -0.      -1.09375 -0.     ],"[0.927478, 1.0922238]","[0.54303384, 0.6488317, 0.0]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,"[False, False]"
2,1,Pursuers: 3 vs Evaders: 2,5,agent_0,9566,"[0.0, -0.0, 0.6220078468322754, 0.25218579173088074, -0.36884424090385437, 0.1231183335185051, -1.4892770051956177, 0.47832009196281433, -0.9076489210128784, 0.1907591074705124, 0.15646958351135254, -0.055420733988285065, -1.09375, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0. -0.],[0.62200785 0.2521858 ],"[2.8194268, 2.8308232, 2.9344392]",[],[],"[array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32), array([-0.8203125,  0.       ], dtype=float32)]","[0.38884985, 1.5642046, 0.9274781]","[2.8194268, 2.8308232, 2.9344392]",[-1.09375 -0.     ],[],"[0.38884982, 1.5642046, 0.927478]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
