game,number_of_game_type,game_type,round,agent,seed,observation,action,reward,termination,truncation,self_vel,self_pos,angles_to_pursuers,angles_to_evaders,velocities_of_evaders,velocities_of_pursuers,distances_to_landmarks,angles_to_landmarks,other_agent_velocities,distances_to_evaders,distances_to_pursuers,value_function,interception_point,is_evader_capture
1,1,Pursuers: 2 vs Evaders: 2,1,adversary_0,2788,"[0.0, 0.0, 0.5698664784431458, 0.35312846302986145, -0.04679016023874283, 0.1908247470855713, 0.0327010452747345, -0.11349492520093918, -1.0684566497802734, -0.7338169813156128, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.0, -0.8492061247295843, 0.0, 0.0]",,,,[0. 0.],[0.5698665  0.35312846],"[0.0, 1.8112521]","[-1.290267, -2.5397801]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.19647749, 0.11811205]","[1.8112521, -1.2902665]",[0. 0. 0. 0.],"[0.11811205, 1.2961817]","[0.0, 0.19647746]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,1,adversary_1,2788,"[0.0, 0.0, 0.5230762958526611, 0.5439531803131104, 0.04679016023874283, -0.1908247470855713, 0.07949120551347733, -0.30431967973709106, -1.0216665267944336, -0.9246417284011841, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[0. 0.],[0.5230763 0.5439532],"[-1.3303406, 0.0]","[-1.3152957, -2.406004]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.19647749, 0.3145303]","[-1.3303406, -1.3152957]",[0. 0. 0. 0.],"[0.31453028, 1.3779567]","[0.19647746, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,1,agent_0,2788,"[0.0, 0.0, 0.6025674939155579, 0.23963353037834167, -0.0327010452747345, 0.11349492520093918, -0.07949120551347733, 0.30431967973709106, -1.101157784461975, -0.620322048664093, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[0. 0.],[0.6025675  0.23963353],"[1.8513256, 1.826297]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.11811205, 0.3145303]","[1.8513261, 1.826297]",[0. 0.],[],"[0.11811205, 0.31453028]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
1,1,Pursuers: 2 vs Evaders: 2,1,agent_1,2788,"[0.0, 0.0, -0.49859023094177246, -0.38068851828575134, 1.0684566497802734, 0.7338169813156128, 1.0216665267944336, 0.9246417284011841, 1.101157784461975, 0.620322048664093, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",0.0,False,False,[0. 0.],[-0.49859023 -0.38068852],"[0.6018125, 0.7355887]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[1.2961817, 1.3779567]","[0.6018125, 0.7355887]",[0. 0.],[],"[1.2961817, 1.3779567]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",[nan nan],[]
1,1,Pursuers: 2 vs Evaders: 2,2,adversary_0,2788,"[-0.0190731231123209, 0.0661967396736145, 0.5698664784431458, 0.35312846302986145, -0.04679016023874283, 0.1908247470855713, 0.0327010452747345, -0.11349492520093918, -1.0684566497802734, -0.7338169813156128, 0.0190731231123209, -0.0661967396736145, 0.0, 0.0]","[0.0, -1.0, -0.8492061247295843, 0.0, 0.0]",,,,[-0.01907312  0.06619674],[0.5698665  0.35312846],"[0.0, 1.8112521]","[-1.290267, -2.5397801]","[array([ 0.01907312, -0.06619674], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01907312,  0.06619674], dtype=float32), array([-1.5556981e-23,  6.3446177e-23], dtype=float32)]","[0.19647749, 0.11811205]","[1.8112521, -1.2902665]",[ 0.01907312 -0.06619674  0.          0.        ],"[0.11811205, 1.2961817]","[0.0, 0.19647746]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,2,adversary_1,2788,"[-1.5556980761457013e-23, 6.344617671897897e-23, 0.5230762958526611, 0.5439531803131104, 0.04679016023874283, -0.1908247470855713, 0.07949120551347733, -0.30431967973709106, -1.0216665267944336, -0.9246417284011841, 0.0190731231123209, -0.0661967396736145, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[-1.5556981e-23  6.3446177e-23],[0.5230763 0.5439532],"[-1.3303406, 0.0]","[-1.3152957, -2.406004]","[array([ 0.01907312, -0.06619674], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01907312,  0.06619674], dtype=float32), array([-1.5556981e-23,  6.3446177e-23], dtype=float32)]","[0.19647749, 0.3145303]","[-1.3303406, -1.3152957]",[ 0.01907312 -0.06619674  0.          0.        ],"[0.31453028, 1.3779567]","[0.19647746, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,2,agent_0,2788,"[0.0190731231123209, -0.0661967396736145, 0.6025674939155579, 0.23963353037834167, -0.0327010452747345, 0.11349492520093918, -0.07949120551347733, 0.30431967973709106, -1.101157784461975, -0.620322048664093, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0.01907312 -0.06619674],[0.6025675  0.23963353],"[1.8513256, 1.826297]",[],[],"[array([-0.01907312,  0.06619674], dtype=float32), array([-1.5556981e-23,  6.3446177e-23], dtype=float32)]","[0.11811205, 0.3145303]","[1.8513261, 1.826297]",[0. 0.],[],"[0.11811205, 0.31453028]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
1,1,Pursuers: 2 vs Evaders: 2,2,agent_1,2788,"[0.0, 0.0, -0.49859023094177246, -0.38068851828575134, 1.0684566497802734, 0.7338169813156128, 1.0216665267944336, 0.9246417284011841, 1.101157784461975, 0.620322048664093, 0.0190731231123209, -0.0661967396736145]","[0.0, -1.0, -1.0, 0.0, 0.0]",0.0,False,False,[0. 0.],[-0.49859023 -0.38068852],"[0.6018125, 0.7355887]",[],[],"[array([-0.01907312,  0.06619674], dtype=float32), array([-1.5556981e-23,  6.3446177e-23], dtype=float32)]","[1.2961817, 1.3779567]","[0.6018125, 0.7355887]",[ 0.01907312 -0.06619674],[],"[1.2961817, 1.3779567]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",[nan nan],[]
1,1,Pursuers: 2 vs Evaders: 2,3,adversary_0,2788,"[-0.03337796404957771, 0.11584429442882538, 0.567959189414978, 0.35974812507629395, -0.04488284885883331, 0.1842050701379776, 0.036515671759843826, -0.12673427164554596, -1.0665494203567505, -0.7404366135597229, 0.03337796404957771, -0.11584429442882538, 0.0, 0.0]","[0.0, -1.0, -0.8554201483025871, 0.0, 0.0]",,,,[-0.03337796  0.11584429],[0.5679592  0.35974813],"[0.0, 1.8097965]","[-1.2902669, -2.534746]","[array([ 0.03337796, -0.11584429], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.03337796,  0.11584429], dtype=float32), array([-2.7224716e-23,  1.1103081e-22], dtype=float32)]","[0.18959424, 0.13189]","[1.8097962, -1.2902669]",[ 0.03337796 -0.11584429  0.          0.        ],"[0.13188998, 1.2983736]","[0.0, 0.18959424]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,3,adversary_1,2788,"[-2.7224716332549773e-23, 1.110308092582132e-22, 0.5230762958526611, 0.5439531803131104, 0.04488284885883331, -0.1842050701379776, 0.08139851689338684, -0.31093934178352356, -1.0216665267944336, -0.9246417284011841, 0.03337796404957771, -0.11584429442882538, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[-2.7224716e-23  1.1103081e-22],[0.5230763 0.5439532],"[-1.3317962, 0.0]","[-1.3147591, -2.406004]","[array([ 0.03337796, -0.11584429], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.03337796,  0.11584429], dtype=float32), array([-2.7224716e-23,  1.1103081e-22], dtype=float32)]","[0.18959424, 0.32141715]","[-1.3317965, -1.3147594]",[ 0.03337796 -0.11584429  0.          0.        ],"[0.32141715, 1.3779567]","[0.18959424, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,3,agent_0,2788,"[0.03337796404957771, -0.11584429442882538, 0.6044748425483704, 0.23301385343074799, -0.036515671759843826, 0.12673427164554596, -0.08139851689338684, 0.31093934178352356, -1.103065013885498, -0.6137023568153381, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0.03337796 -0.11584429],[0.60447484 0.23301385],"[1.8513259, 1.8268335]",[],[],"[array([-0.03337796,  0.11584429], dtype=float32), array([-2.7224716e-23,  1.1103081e-22], dtype=float32)]","[0.13189, 0.32141715]","[1.8513259, 1.8268335]",[0. 0.],[],"[0.13188998, 0.32141715]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
1,1,Pursuers: 2 vs Evaders: 2,3,agent_1,2788,"[0.0, 0.0, -0.49859023094177246, -0.38068851828575134, 1.0665494203567505, 0.7404366135597229, 1.0216665267944336, 0.9246417284011841, 1.103065013885498, 0.6137023568153381, 0.03337796404957771, -0.11584429442882538]","[0.0, -1.0, -1.0, 0.0, 0.0]",0.0,False,False,[0. 0.],[-0.49859023 -0.38068852],"[0.6068468, 0.7355887]",[],[],"[array([-0.03337796,  0.11584429], dtype=float32), array([-2.7224716e-23,  1.1103081e-22], dtype=float32)]","[1.2983736, 1.3779567]","[0.60684675, 0.7355887]",[ 0.03337796 -0.11584429],[],"[1.2983736, 1.3779567]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",[nan nan],[]
1,1,Pursuers: 2 vs Evaders: 2,4,adversary_0,2788,"[-0.025036292150616646, 0.0868929997086525, 0.5646213889122009, 0.3713325560092926, -0.04154505208134651, 0.17262063920497894, 0.04319126531481743, -0.14990313351154327, -1.0632115602493286, -0.752021074295044, 0.025036292150616646, -0.0868929997086525, 0.0, 0.0]","[0.0, -1.0, -0.866191970311796, 0.0, 0.0]",,,,[-0.02503629  0.086893  ],[0.5646214  0.37133256],"[0.0, 1.8069774]","[-1.2902668, -2.525977]","[array([ 0.02503629, -0.086893  ], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.02503629,  0.086893  ], dtype=float32), array([-1.5110506e-20,  6.2014965e-20], dtype=float32)]","[0.17754965, 0.15600139]","[1.806977, -1.2902668]",[ 0.02503629 -0.086893    0.          0.        ],"[0.15600139, 1.3022883]","[0.0, 0.17754965]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,4,adversary_1,2788,"[-1.5110505683941094e-20, 6.201496483167078e-20, 0.5230762958526611, 0.5439531803131104, 0.04154505208134651, -0.17262063920497894, 0.08473631739616394, -0.3225237727165222, -1.0216665267944336, -0.9246417284011841, 0.025036292150616646, -0.0868929997086525, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[-1.5110506e-20  6.2014965e-20],[0.5230763 0.5439532],"[-1.3346152, 0.0]","[-1.3138738, -2.406004]","[array([ 0.02503629, -0.086893  ], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.02503629,  0.086893  ], dtype=float32), array([-1.5110506e-20,  6.2014965e-20], dtype=float32)]","[0.17754965, 0.3334694]","[-1.3346156, -1.3138738]",[ 0.02503629 -0.086893    0.          0.        ],"[0.3334694, 1.3779567]","[0.17754965, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,4,agent_0,2788,"[0.025036292150616646, -0.0868929997086525, 0.6078126430511475, 0.22142942249774933, -0.04319126531481743, 0.14990313351154327, -0.08473631739616394, 0.3225237727165222, -1.10640287399292, -0.6021179556846619, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0.02503629 -0.086893  ],[0.60781264 0.22142942],"[1.8513259, 1.8277189]",[],[],"[array([-0.02503629,  0.086893  ], dtype=float32), array([-1.5110506e-20,  6.2014965e-20], dtype=float32)]","[0.15600139, 0.3334694]","[1.8513259, 1.8277189]",[0. 0.],[],"[0.15600139, 0.3334694]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
1,1,Pursuers: 2 vs Evaders: 2,4,agent_1,2788,"[0.0, 0.0, -0.49859023094177246, -0.38068851828575134, 1.0632115602493286, 0.752021074295044, 1.0216665267944336, 0.9246417284011841, 1.10640287399292, 0.6021179556846619, 0.025036292150616646, -0.0868929997086525]","[0.0, -1.0, -1.0, 0.0, 0.0]",0.0,False,False,[0. 0.],[-0.49859023 -0.38068852],"[0.61561567, 0.7355887]",[],[],"[array([-0.02503629,  0.086893  ], dtype=float32), array([-1.5110506e-20,  6.2014965e-20], dtype=float32)]","[1.3022882, 1.3779567]","[0.6156157, 0.7355887]",[ 0.02503629 -0.086893  ],[],"[1.3022883, 1.3779567]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",[nan nan],[]
1,1,Pursuers: 2 vs Evaders: 2,5,adversary_0,2788,"[-0.018777217715978622, 0.06516975164413452, 0.5621177554130554, 0.380021870136261, -0.0390414223074913, 0.16393133997917175, 0.04819852113723755, -0.16728173196315765, -1.060707926750183, -0.7607103586196899, 0.018777217715978622, -0.06516975164413452, 0.0, 0.0]","[0.0, -1.0, -0.8741855592261218, 0.0, 0.0]",,,,[-0.01877722  0.06516975],[0.56211776 0.38002187],"[0.0, 1.8045983]","[-1.2902668, -2.5194345]","[array([ 0.01877722, -0.06516975], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01877722,  0.06516975], dtype=float32), array([-2.5382882e-15,  1.0546644e-14], dtype=float32)]","[0.16851622, 0.17408697]","[1.804598, -1.2902668]",[ 0.01877722 -0.06516975  0.          0.        ],"[0.17408699, 1.30529]","[0.0, 0.1685162]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,5,adversary_1,2788,"[-2.5382881746856744e-15, 1.0546644395488525e-14, 0.5230762958526611, 0.5439531803131104, 0.0390414223074913, -0.16393133997917175, 0.08723994344472885, -0.3312130868434906, -1.0216665267944336, -0.9246417284011841, 0.018777217715978622, -0.06516975164413452, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[-2.5382882e-15  1.0546644e-14],[0.5230763 0.5439532],"[-1.3369943, 0.0]","[-1.3132505, -2.406004]","[array([ 0.01877722, -0.06516975], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01877722,  0.06516975], dtype=float32), array([-2.5382882e-15,  1.0546644e-14], dtype=float32)]","[0.16851622, 0.34250972]","[-1.3369946, -1.3132508]",[ 0.01877722 -0.06516975  0.          0.        ],"[0.34250972, 1.3779567]","[0.1685162, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,5,agent_0,2788,"[0.018777217715978622, -0.06516975164413452, 0.610316276550293, 0.21274012327194214, -0.04819852113723755, 0.16728173196315765, -0.08723994344472885, 0.3312130868434906, -1.1089065074920654, -0.5934286117553711, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0.01877722 -0.06516975],[0.6103163  0.21274012],"[1.8513259, 1.8283421]",[],[],"[array([-0.01877722,  0.06516975], dtype=float32), array([-2.5382882e-15,  1.0546644e-14], dtype=float32)]","[0.17408697, 0.34250972]","[1.8513259, 1.828342]",[0. 0.],[],"[0.17408699, 0.34250972]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
1,1,Pursuers: 2 vs Evaders: 2,5,agent_1,2788,"[0.0, 0.0, -0.49859023094177246, -0.38068851828575134, 1.060707926750183, 0.7607103586196899, 1.0216665267944336, 0.9246417284011841, 1.1089065074920654, 0.5934286117553711, 0.018777217715978622, -0.06516975164413452]","[0.0, -1.0, -1.0, 0.0, 0.0]",0.0,False,False,[0. 0.],[-0.49859023 -0.38068852],"[0.6221582, 0.7355887]",[],[],"[array([-0.01877722,  0.06516975], dtype=float32), array([-2.5382882e-15,  1.0546644e-14], dtype=float32)]","[1.3052899, 1.3779567]","[0.6221583, 0.7355887]",[ 0.01877722 -0.06516975],[],"[1.30529, 1.3779567]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",[nan nan],[]
1,1,Pursuers: 2 vs Evaders: 2,6,adversary_0,2788,"[-0.014082914218306541, 0.04887731000781059, 0.5602400302886963, 0.3865388333797455, -0.03716370090842247, 0.15741436183452606, 0.05195396766066551, -0.18031567335128784, -1.0588302612304688, -0.7672273516654968, 0.014082914218306541, -0.04887731000781059, 0.0, 0.0]","[0.0, -1.0, -0.8801320675769513, 0.0, 0.0]",,,,[-0.01408291  0.04887731],[0.56024003 0.38653883],"[0.0, 1.8026397]","[-1.2902666, -2.5145473]","[array([ 0.01408291, -0.04887731], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01408291,  0.04887731], dtype=float32), array([-2.1058568e-11,  8.8422901e-11], dtype=float32)]","[0.16174184, 0.18765116]","[1.8026394, -1.2902666]",[ 0.01408291 -0.04887731  0.          0.        ],"[0.18765117, 1.3075776]","[0.0, 0.16174184]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,6,adversary_1,2788,"[-2.105856808376494e-11, 8.842290094568384e-11, 0.5230762958526611, 0.5439531803131104, 0.03716370090842247, -0.15741436183452606, 0.08911766856908798, -0.3377300500869751, -1.0216665267944336, -0.9246417284011841, 0.014082914218306541, -0.04887731000781059, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[-2.1058568e-11  8.8422901e-11],[0.5230763 0.5439532],"[-1.338953, 0.0]","[-1.3128043, -2.406004]","[array([ 0.01408291, -0.04887731], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01408291,  0.04887731], dtype=float32), array([-2.1058568e-11,  8.8422901e-11], dtype=float32)]","[0.16174184, 0.34929007]","[-1.3389534, -1.3128045]",[ 0.01408291 -0.04887731  0.          0.        ],"[0.34929007, 1.3779567]","[0.16174184, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,6,agent_0,2788,"[0.014082914218306541, -0.04887731000781059, 0.6121940016746521, 0.20622314512729645, -0.05195396766066551, 0.18031567335128784, -0.08911766856908798, 0.3377300500869751, -1.1107841730117798, -0.586911678314209, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0.01408291 -0.04887731],[0.612194   0.20622315],"[1.851326, 1.8287883]",[],[],"[array([-0.01408291,  0.04887731], dtype=float32), array([-2.1058568e-11,  8.8422901e-11], dtype=float32)]","[0.18765116, 0.34929007]","[1.851326, 1.8287882]",[0. 0.],[],"[0.18765117, 0.34929007]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
1,1,Pursuers: 2 vs Evaders: 2,6,agent_1,2788,"[0.0, 0.0, -0.49859023094177246, -0.38068851828575134, 1.0588302612304688, 0.7672273516654968, 1.0216665267944336, 0.9246417284011841, 1.1107841730117798, 0.586911678314209, 0.014082914218306541, -0.04887731000781059]","[0.0, -1.0, -1.0, 0.0, 0.0]",0.0,False,False,[0. 0.],[-0.49859023 -0.38068852],"[0.62704533, 0.7355887]",[],[],"[array([-0.01408291,  0.04887731], dtype=float32), array([-2.1058568e-11,  8.8422901e-11], dtype=float32)]","[1.3075776, 1.3779567]","[0.62704533, 0.7355887]",[ 0.01408291 -0.04887731],[],"[1.3075776, 1.3779567]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",[nan nan],[]
1,1,Pursuers: 2 vs Evaders: 2,7,adversary_0,2788,"[-0.010562167502939701, 0.0366579070687294, 0.5588317513465881, 0.39142656326293945, -0.03575541079044342, 0.1525266319513321, 0.05477054789662361, -0.19009114801883698, -1.0574219226837158, -0.7721150517463684, 0.010562185198068619, -0.03665798157453537, 0.0, 0.0]","[0.0, -1.0, -0.884564505407507, 0.0, 0.0]",,,,[-0.01056217  0.03665791],[0.55883175 0.39142656],"[0.0, 1.8010596]","[-1.2902668, -2.5108933]","[array([ 0.01056219, -0.03665798], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01056217,  0.03665791], dtype=float32), array([-1.8291608e-08,  7.7477218e-08], dtype=float32)]","[0.15666148, 0.19782431]","[1.8010592, -1.2902668]",[ 0.01056219 -0.03665798  0.          0.        ],"[0.19782431, 1.3093139]","[0.0, 0.15666148]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,7,adversary_1,2788,"[-1.8291608228082623e-08, 7.747721753048609e-08, 0.5230762958526611, 0.5439531803131104, 0.03575541079044342, -0.1525266319513321, 0.09052596241235733, -0.34261777997016907, -1.0216665267944336, -0.9246417284011841, 0.010562185198068619, -0.03665798157453537, 0.0, 0.0]","[0.0, -1.0, -1.0, 0.0, 0.0]",,,,[-1.8291608e-08  7.7477218e-08],[0.5230763 0.5439532],"[-1.340533, 0.0]","[-1.3124808, -2.406004]","[array([ 0.01056219, -0.03665798], dtype=float32), array([0., 0.], dtype=float32)]","[array([-0.01056217,  0.03665791], dtype=float32), array([-1.8291608e-08,  7.7477218e-08], dtype=float32)]","[0.15666148, 0.35437536]","[-1.3405334, -1.3124809]",[ 0.01056219 -0.03665798  0.          0.        ],"[0.35437533, 1.3779567]","[0.15666148, 0.0]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,"[False, False]"
1,1,Pursuers: 2 vs Evaders: 2,7,agent_0,2788,"[0.010562185198068619, -0.03665798157453537, 0.6136022806167603, 0.20133541524410248, -0.05477054789662361, 0.19009114801883698, -0.09052596241235733, 0.34261777997016907, -1.1121925115585327, -0.5820239186286926, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[ 0.01056219 -0.03665798],[0.6136023  0.20133542],"[1.8513259, 1.8291118]",[],[],"[array([-0.01056217,  0.03665791], dtype=float32), array([-1.8291608e-08,  7.7477218e-08], dtype=float32)]","[0.19782431, 0.35437536]","[1.8513259, 1.8291118]",[0. 0.],[],"[0.19782431, 0.35437533]","{(0.5698664784431458, 0.35312846302986145, 0.0): 0.0, (0.5230762958526611, 0.5439531803131104, 0.0): 0.0, (0.6025674939155579, 0.23963353037834167, 0.0): 0.0, (-0.49859023094177246, -0.38068851828575134, 0.0): 0.0}",,[]
